	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	NCBI_GENE_ID	St1_trans	St2_trans	St3_trans	St4_trans	St5_trans	function	Protein IDs	St7_prot	St8_prot	St9_prot	St1_muts	St2_muts	St3_muts	St4_muts	St5_muts	St7_muts	St8_muts	St9_muts	functions
1241	1269	1269	1269	kgtP	0.774898934215362	0.743476662991547	1.21352443954429	0.8520764424843811	0.6495773612642409	Alpha-ketoglutarate permease	sp|P0AEX3|KGTP_ECOLI	1.0	4.0	1.1666666666666667	0	0	0	0	0	0	0	0	Transport
1242	1270	1270	1270	kil	9.0	5.25	0.95	2.35	1.9	Kil protein					0	0	0	0	0	0	0	0	Not annotated
1243	1271	1271	1271	kptA	1.58139534883721	1.8372093023255802	1.30232558139535	0.9418604651162792	1.1860465116279095	RNA:NAD 2'-phosphotransferase					0	0	0	0	0	0	0	0	Not annotated
1244	1272	1272	1272	ksgA	1.84040747028862	1.6706281833616299	1.3599320882852302	1.76400679117148	0.853989813242784	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)					0	0	0	0	0	0	0	0	Not annotated
1245	1273	1273	1273	lacI	1.19637883008357	0.9192200557103059	0.533426183844011	0.688022284122563	1.27437325905292	Transcriptional repressor of the lac operon	sp|P03023|LACI_ECOLI	0.6875	0.75	0.5	0	0	0	0	0	0	0	0	Not annotated
1246	1274	1274	1274	lacY	3.5108695652173902	4.28260869565217	1.4673913043478302	2.4456521739130404	1.54347826086957	Lactose permease					0	0	0	0	0	0	0	0	Transport
1247	1275	1275	1275	lacZ	3.4285714285714306	4.74534161490683	1.06832298136646	2.91304347826087	3.8074534161490696	Beta-galactosidase (EC 3.2.1.23)					0	0	0	0	0	0	0	0	Metabolism
1248	1276	1276	1276	lamB	0.447072072072072	0.51463963963964	0.171171171171171	0.30405405405405395	0.26126126126126104	Maltoporin (maltose/maltodextrin high-affinity receptor, phage lambda receptor protein)	sp|P02943|LAMB_ECOLI;sp|C5A130|LAMB_ECOBW;sp|B1XC35|LAMB_ECODH	0.14285714285714285	0.0	0.0	0	0	0	0	0	0	0	0	Not annotated
1249	1277	1277	1277	ldcA	3.42035398230089	4.57522123893805	2.88938053097345	3.8938053097345096	1.5353982300885	Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)	sp|P76008|LDCA_ECOLI	0.0	1.5	0.5	0	0	0	0	0	0	0	0	Not annotated
1250	1278	1278	1278	ldcC	2.33220338983051	2.36949152542373	1.1016949152542401	1.4135593220339	1.52881355932203	Lysine decarboxylase 2, constitutive (EC 4.1.1.18)					0	0	0	0	0	0	0	0	Not annotated
1251	1279	1279	1279	ldhA	1.53097345132743	1.7345132743362799	1.43141592920354	0.971238938053097	2.04867256637168	D-lactate dehydrogenase (EC 1.1.1.28)					0	0	0	0	0	0	0	0	Not annotated
1252	1280	1280	1280	lepA	3.51780558229066	2.99133782483157	3.6352261790182903	3.22425409047161	0.9932627526467759	Translation elongation factor LepA	sp|P60785|LEPA_ECOLI;sp|C4ZYJ2|LEPA_ECOBW;sp|B1XB43|LEPA_ECODH	1.0	3.0	1.181818181818182	0	0	0	0	0	0	0	0	Not annotated
1253	1281	1281	1281	lepB	1.5316666666666698	1.84833333333333	2.73	1.9916666666666696	1.03	Signal peptidase I (EC 3.4.21.89)					0	0	0	0	0	0	0	0	Not annotated
1254	1282	1282	1282	leuA	3.2066115702479303	4.09090909090909	2.02479338842975	2.89256198347107	2.25619834710744	2-isopropylmalate synthase (EC 2.3.3.13)					0	0	0	0	0	0	0	0	Metabolism
1255	1283	1283	1283	leuB	3.80821917808219	4.3013698630137	1.28767123287671	2.3013698630137003	1.95890410958904	3-isopropylmalate dehydrogenase (EC 1.1.1.85)					0	0	0	0	0	0	0	0	Not annotated
1256	1284	1284	1284	leuC	3.41891891891892	4.24324324324324	1.58108108108108	2.5	1.8918918918918897	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	sp|P0A6A6|LEUC_ECOLI;sp|C4ZPZ5|LEUC_ECOBW	0.6557377049180328	2.2622950819672134	0.7540983606557378	0	0	0	0	0	0	0	0	Not annotated
1257	1285	1285	1285	leuD	1.72566371681416	2.0619469026548702	1.1150442477876101	1.35398230088496	1.4070796460176995	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	sp|P30126|LEUD_ECOLI;sp|C4ZPZ4|LEUD_ECOBW	0.6216216216216216	1.8648648648648647	0.6216216216216216	0	0	0	0	0	0	0	0	Not annotated
1258	1286	1286	1286	leuO	1.53869047619048	1.79464285714286	0.8244047619047621	1.2559523809523798	1.8273809523809497	Probable transcriptional activator for leuABCD operon					0	0	0	0	0	0	0	0	Not annotated
1259	1287	1287	1287	leuP	0.10869565217391301	0.17391304347826098	2.28260869565217	0.19565217391304396	1.02173913043478	tRNA-Leu-CAG					0	0	0	0	0	0	0	0	Not annotated
1260	1288	1288	1288	leuQ	1.25757575757576	1.24242424242424	2.3030303030302997	1.87878787878788	0.6515151515151509	tRNA-Leu-CAG					0	0	0	0	0	0	0	0	Not annotated
1261	1289	1289	1289	leuQ	0.875	0.8125	2.25	0.5	0.0	tRNA-Leu-CAG					0	0	0	0	0	0	0	0	Not annotated
1262	1290	1290	1290	leuQ	0.6744186046511629	0.953488372093023	3.3255813953488396	1.0	0.697674418604651	tRNA-Leu-CAG					0	0	0	0	0	0	0	0	Not annotated
1263	1291	1291	1291	leuS	1.9402610441767096	2.375	2.30120481927711	2.36596385542169	1.28664658634538	Leucyl-tRNA synthetase (EC 6.1.1.4)					1	1	1	1	1	0	0	0	Not annotated
1264	1292	1292	1292	leuU	1.6521739130434798	3.82608695652174	1.47826086956522	1.4347826086956499	1.0434782608695699	tRNA-Leu-GAG					0	0	0	0	0	0	0	0	Not annotated
1265	1293	1293	1293	leuW	0.4666666666666671	0.866666666666667	2.53333333333333	2.46666666666667	0.866666666666667	tRNA-Leu-TAG					0	0	0	0	0	0	0	0	Not annotated
1266	1294	1294	1294	leuX	0.8883720930232559	1.27906976744186	0.53953488372093	0.9674418604651159	0.37209302325581395	tRNA-Leu-CAA					0	0	0	0	0	0	0	0	Not annotated
1267	1295	1295	1295	leuZ	0.9808612440191392	1.42583732057416	2.6220095693779903	1.7464114832535902	0.47368421052631604	tRNA-Leu-TAA					0	0	0	0	0	0	0	0	Not annotated
1268	1296	1296	1296	lexA	2.20209059233449	1.2421602787456398	1.4268292682926798	1.61498257839721	1.70557491289199	SOS-response repressor and protease LexA (EC 3.4.21.88)	sp|P0A7C2|LEXA_ECOLI;sp|C5A136|LEXA_ECOBW;sp|B1XC42|LEXA_ECODH	1.2857142857142856	1.2857142857142856	0.2857142857142857	0	0	0	0	0	0	0	0	Regulation
1269	1297	1297	1297	lgt	3.14393939393939	4.606060606060613	1.6818181818181799	2.7651515151515196	1.54545454545455	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	sp|P60955|LGT_ECOLI;sp|C4ZZY0|LGT_ECOBW;sp|B1XDN4|LGT_ECODH	0.75	2.25	0.25	0	0	0	0	0	0	0	0	Not annotated
1270	1298	1298	1298	lhr	3.64878048780488	4.197560975609759	1.6609756097561001	2.65609756097561	1.77073170731707	Probable ATP-dependent helicase lhr (EC 3.6.1.-)					0	0	0	0	0	0	0	0	Unknown
1271	1299	1299	1299	ligA	1.64331210191083	2.46656050955414	1.67993630573248	1.7898089171974498	1.7388535031847099	DNA ligase (EC 6.5.1.2)					0	1	1	1	1	0	0	0	Other
1272	1300	1300	1300	ligB	2.104	3.4	1.1440000000000001	2.056	1.38	DNA ligase (EC 6.5.1.2), LigB					1	1	1	1	1	0	0	0	Not annotated
1273	1301	1301	1301	ligT	3.61728395061728	3.8518518518518494	2.8765432098765404	3.02469135802469	2.2716049382716	2'-5' RNA ligase					0	1	1	1	1	0	0	0	Not annotated
1274	1302	1302	1302	lipA	0.489185457892315	0.6336861481822371	0.800736309249885	0.641509433962264	1.2807179015186398	Lipoate synthase	sp|P60716|LIPA_ECOLI;sp|C4ZWB5|LIPA_ECOBW	0.42857142857142855	1.5	0.5714285714285714	0	0	0	0	0	0	0	0	Not annotated
1275	1303	1303	1303	lipB	4.2080291970802906	5.63138686131387	4.1167883211678795	4.470802919708032	2.31751824817518	Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase					0	0	0	0	0	0	0	0	Not annotated
1276	1304	1304	1304	livF	4.096774193548391	5.74193548387097	1.32258064516129	4.06451612903226	2.19354838709677	Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)	sp|P22731|LIVF_ECOLI	1.1111111111111112	2.6666666666666665	0.5555555555555556	0	0	0	0	0	0	0	0	Not annotated
1277	1305	1305	1305	livG	2.76190476190476	5.23809523809524	1.47619047619048	3.619047619047621	3.3333333333333304	Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)	sp|P0A9S7|LIVG_ECOLI	0.8666666666666666	2.6	0.8666666666666666	0	0	0	0	0	0	0	0	Not annotated
1278	1306	1306	1306	livH	2.8529411764705896	6.058823529411759	1.8235294117647096	2.9705882352941204	2.20588235294118	High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1)					0	0	0	0	0	0	0	0	Not annotated
1279	1307	1307	1307	livJ	2.6170212765957404	3.46276595744681	1.03723404255319	2.27127659574468	1.3936170212766001	Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)	sp|P0AD96|LIVJ_ECOLI	0.7826086956521741	2.813664596273292	0.937888198757764	0	0	0	0	0	0	0	0	Not annotated
1280	1308	1308	1308	livK	4.487804878048781	5.31707317073171	1.39024390243902	3.2926829268292703	4.17073170731707	Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)	sp|P04816|LIVK_ECOLI	1.1555555555555554	2.7333333333333334	1.0666666666666669	0	0	0	0	0	0	0	0	Not annotated
1281	1309	1309	1309	livM	3.35955056179775	5.10112359550562	1.71910112359551	2.62921348314607	1.84269662921348	Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1)	sp|P22729|LIVM_ECOLI				0	0	0	0	0	0	0	0	Not annotated
1282	1310	1310	1310	lldD	0.20037926675094797	0.262958280657396	0.126422250316056	0.18299620733249106	0.312262958280657	L-lactate dehydrogenase (EC 1.1.2.3)	sp|P33232|LLDD_ECOLI;sp|C4ZXJ7|LLDD_ECOBW;sp|B1X8M0|LLDD_ECODH	1.0	4.8	0.7999999999999999	0	0	0	0	0	0	0	0	Not annotated
1283	1311	1311	1311	lldP	0.528835690968444	0.2374863982589769	0.103917301414581	0.16050054406964098	0.694776931447225	L-lactate permease					1	1	1	1	1	0	0	0	Not annotated
1284	1312	1312	1312	lldR	0.37070938215103	0.202898550724638	0.11899313501144199	0.128146453089245	0.581998474446987	Lactate-responsive regulator LldR in Enterobacteria, GntR family					0	0	0	0	0	0	0	0	Regulation
1285	1313	1313	1313	lnt	2.45794392523365	1.8177570093457904	1.22780373831776	1.4357476635514	1.0420560747663599	Apolipoprotein N-acyltransferase (EC 2.3.1.-) / Copper homeostasis protein CutE	sp|P23930|LNT_ECOLI	1.0	0.0	0.5	1	1	1	1	1	0	0	0	Not annotated
1286	1314	1314	1314	lolA	5.71539961013645	4.4522417153996106	1.38011695906433	2.6374269005848	1.9005847953216397	Outer membrane lipoprotein carrier protein LolA	sp|P61316|LOLA_ECOLI;sp|C4ZQ17|LOLA_ECOBW;sp|B1X831|LOLA_ECODH	1.0	6.0	2.6	0	0	0	0	0	0	0	0	Not annotated
1287	1315	1315	1315	lolB	1.84375	1.75625	0.88125	1.4	0.7	Outer membrane lipoprotein LolB	sp|P61320|LOLB_ECOLI;sp|C4ZTQ0|LOLB_ECOBW;sp|B1XAQ0|LOLB_ECODH	0.8888888888888888	3.6666666666666665	1.4444444444444444	0	0	0	0	0	0	0	0	Not annotated
1288	1316	1316	1316	lolC	1.4900153609831002	1.91244239631336	1.5453149001536102	2.07373271889401	0.76036866359447	Lipoprotein releasing system transmembrane protein LolC	sp|P0ADC3|LOLC_ECOLI	1.0	6.0	0.0	1	1	1	1	1	0	0	0	Not annotated
1289	1317	1317	1317	lolD	2.03720930232558	2.38604651162791	2.0697674418604697	2.04186046511628	0.869767441860465	Lipoprotein releasing system ATP-binding protein LolD	sp|P75957|LOLD_ECOLI	0.42857142857142855	0.8571428571428571	0.14285714285714285	0	0	0	0	0	0	0	0	Not annotated
1290	1318	1318	1318	lolE	1.1681957186544298	1.26299694189602	1.3516819571865402	1.32874617737003	1.0229357798165102	Lipoprotein releasing system transmembrane protein LolE					0	0	0	0	0	0	0	0	Not annotated
1291	1319	1319	1319	lomR	4.9387755102040805	5.0	2.1224489795918404	3.9591836734693904	2.68367346938776	Mobile element protein					0	0	0	0	0	0	0	0	Not annotated
1292	1320	1320	1320	lomR	3.0	1.33333333333333	1.16666666666667	2.0833333333333304	0.916666666666667	Attachment invasion locus protein precursor					0	0	0	0	0	0	0	0	Not annotated
1293	1321	1321	1321	lon	3.37399267399267	2.78937728937729	2.34578754578755	1.80549450549451	1.94908424908425	ATP-dependent protease La (EC 3.4.21.53) Type I	sp|P0A9M0|LON_ECOLI	0.8983050847457628	2.8474576271186436	1.0169491525423728	0	0	0	0	0	0	0	0	Other
1294	1322	1322	1322	lpcA	1.2490322580645201	1.3367741935483899	2.19096774193548	1.5612903225806498	1.76516129032258	Phosphoheptose isomerase 1 (EC 5.3.1.-)					0	0	0	0	0	0	0	0	Not annotated
1295	1323	1323	1323	lpd	1.2423708273658702	0.8687892475487501	1.10388895009364	1.2510741434394599	0.888289082295913	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4)					0	0	0	0	0	0	0	0	Not annotated
1296	1324	1324	1324	lplA	2.6481481481481497	3.7469135802469102	1.94444444444444	2.72222222222222	1.94444444444444	Lipoate-protein ligase A	sp|P32099|LPLA_ECOLI;sp|C4ZT68|LPLA_ECOBW;sp|B1XFJ6|LPLA_ECODH	1.3333333333333333	3.0	1.0	0	0	0	0	0	0	0	0	Not annotated
1297	1325	1325	1325	lpp	0.0631592289981797	0.15622012949771802	0.645448047144484	0.205459184945682	0.8754041608830451	major outer membrane lipoprotein	sp|P69776|LPP_ECOLI	0.8333333333333334	2.5	0.8541666666666666	0	0	0	0	0	0	0	0	Not annotated
1298	1326	1326	1326	lpxA	0.583683767872161	0.8923465096719929	2.13961312026913	1.2304457527333899	1.73170731707317	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)	sp|P0A722|LPXA_ECOLI;sp|C4ZRS3|LPXA_ECOBW;sp|B1XD50|LPXA_ECODH	0.7777777777777778	2.0	0.7777777777777778	0	0	0	0	0	0	0	0	Not annotated
1299	1327	1327	1327	lpxB	1.38939670932358	1.62157221206581	2.5466179159049402	1.75868372943327	1.5411334552102398	Lipid-A-disaccharide synthase (EC 2.4.1.182)	sp|P10441|LPXB_ECOLI;sp|C4ZRS4|LPXB_ECOBW;sp|B1XD51|LPXB_ECODH	1.3333333333333333	1.0	0.6666666666666666	0	0	0	0	0	0	0	0	Not annotated
1300	1328	1328	1328	lpxC	1.19146413752223	1.2878877692155701	2.57202133965619	1.63090298360008	1.7010472238688001	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)	sp|P0A725|LPXC_ECOLI;sp|C4ZRJ1|LPXC_ECOBW;sp|B1XC73|LPXC_ECODH	1.0	3.0	1.2	0	1	1	1	1	0	0	0	Not annotated
1301	1329	1329	1329	lpxD	1.2529968454258702	1.29779179810726	2.29211356466877	1.8252365930599401	0.977917981072555	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.-)	sp|P21645|LPXD_ECOLI	1.1428571428571428	5.1428571428571415	1.2857142857142856	0	1	1	1	1	0	0	0	Not annotated
1302	1330	1330	1330	lpxH	2.42537313432836	2.80597014925373	1.52238805970149	2.2910447761194	0.8059701492537309	UDP-2,3-diacylglucosamine diphosphatase (EC 3.6.1.54)					0	0	0	0	0	0	0	0	Not annotated
1303	1331	1331	1331	lpxK	1.6549707602339199	2.34502923976608	2.39181286549708	1.56140350877193	1.1929824561403501	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)					1	1	1	1	1	0	0	0	Not annotated
1304	1332	1332	1332	lpxL	2.7312252964426897	3.41897233201581	4.20553359683794	3.61660079051383	2.17391304347826	Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.-)					0	0	0	0	0	0	0	0	Not annotated
1305	1333	1333	1333	lpxM	2.8025	2.55	1.935	1.995	1.27	Lipid A biosynthesis (KDO) 2-(lauroyl)-lipid IVA acyltransferase (EC 2.3.1.-)					0	0	0	0	0	0	0	0	Not annotated
1306	1334	1334	1334	lrhA	1.23039215686275	1.10196078431373	1.5862745098039197	1.31666666666667	1.84803921568627	LysR family transcriptional regulator lrhA	sp|P36771|LRHA_ECOLI				0	0	0	0	0	0	0	0	Regulation
1307	1335	1335	1335	lrp	0.583473861720068	0.7476110174255199	0.693086003372681	0.660483417650365	0.8521641371557049	Leucine-responsive regulatory protein, regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system	sp|P0ACJ0|LRP_ECOLI	1.3333333333333333	2.75	1.0416666666666667	1	1	1	1	1	0	0	0	Not annotated
1308	1336	1336	1336	lspA	1.87966804979253	1.6514522821576798	2.25311203319502	1.99170124481328	1.5477178423236495	Lipoprotein signal peptidase (EC 3.4.23.36)					0	0	0	0	0	0	0	0	Not annotated
1309	1337	1337	1337	lsrB	3.02439024390244	3.73170731707317	0.910569105691057	1.8861788617886202	1.0	Autoinducer 2 (AI-2) ABC transport system, periplasmic AI-2 binding protein LsrB					0	0	0	0	0	0	0	0	Not annotated
1310	1338	1338	1338	lsrC	4.91588785046729	5.14953271028037	1.0093457943925201	2.53271028037383	1.52336448598131	Autoinducer 2 (AI-2) ABC transport system, membrane channel protein LsrC					1	1	1	1	1	0	0	0	Not annotated
1311	1339	1339	1339	lsrD	6.44262295081967	6.6229508196721305	1.08196721311475	3.31147540983607	2.16393442622951	Autoinducer 2 (AI-2) ABC transport system, membrane channel protein LsrD					0	0	0	0	0	0	0	0	Not annotated
1312	1340	1340	1340	lsrF	8.27272727272727	7.12121212121212	1.72727272727273	4.8484848484848495	2.48484848484848	Autoinducer 2 (AI-2) aldolase LsrF (EC 4.2.1.-)					0	0	0	0	0	0	0	0	Metabolism
1313	1341	1341	1341	lsrG	5.73913043478261	4.17391304347826	0.7391304347826091	2.2608695652173902	1.5652173913043501	Autoinducer 2 (AI-2) modifying protein LsrG					0	0	0	0	0	0	0	0	Metabolism
1314	1342	1342	1342	ltaE	1.5024509803921595	1.9975490196078405	1.92892156862745	1.99264705882353	1.1544117647058798	Low-specificity L-threonine aldolase (EC 4.1.2.5)	sp|P75823|LTAE_ECOLI	1.3333333333333333	3.6666666666666665	1.4444444444444444	0	0	0	0	0	0	0	0	Not annotated
1315	1343	1343	1343	luxS	1.2358934169279	1.7131661442006298	2.4843260188087797	1.54153605015674	2.2217868338558	S-ribosylhomocysteine lyase (EC 4.4.1.21) / Autoinducer-2 production protein LuxS	sp|P45578|LUXS_ECOLI;sp|C4ZYT7|LUXS_ECOBW;sp|B1XCM0|LUXS_ECODH	0.9130434782608696	2.0869565217391304	0.6956521739130435	0	0	0	0	0	0	0	0	Not annotated
1316	1344	1344	1344	lysA	2.6116504854368903	4.61165048543689	1.70873786407767	4.14563106796116	6.873786407766991	Diaminopimelate decarboxylase (EC 4.1.1.20)					0	0	0	0	0	0	0	0	Not annotated
1317	1345	1345	1345	lysC	1.94036697247706	2.5963302752293598	1.32110091743119	2.26605504587156	2.11926605504587	Aspartokinase (EC 2.7.2.4)					0	1	1	1	1	0	0	0	Not annotated
1318	1346	1346	1346	lysP	1.0182724252491702	1.2641196013288998	0.8588039867109629	1.01993355481728	0.823920265780731	Lysine-specific permease	sp|P25737|LYSP_ECOLI	1.3333333333333333	3.0	0.6666666666666666	0	0	0	0	0	0	0	0	Not annotated
1319	1347	1347	1347	lysR	2.2051282051282097	3.3333333333333304	1.2478632478632499	1.94871794871795	1.79487179487179	Transcriptional activator protein LysR					0	0	0	0	0	0	0	0	Not annotated
1320	1348	1348	1348	lysS	1.29034157832744	1.19905771495878	1.54946996466431	1.55241460541814	0.6902237926972911	Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)					0	0	0	0	0	0	0	0	Not annotated
1321	1349	1349	1349	lysU	0.48874448828034295	0.6356463216523559	0.7788349965189141	0.7686238106289158	0.5966581573450921	Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)					0	0	0	0	0	0	0	0	Translation
1322	1350	1350	1350	lysZ	5.22222222222222	3.74603174603175	2.74603174603175	4.33333333333333	0.634920634920635	tRNA-Lys-TTT					0	0	0	0	0	0	0	0	Translation
1323	1351	1351	1351	lysZ	4.81379310344828	3.7137931034482796	2.6551724137931	2.48965517241379	0.417241379310345	tRNA-Lys-TTT					0	0	0	0	0	0	0	0	Translation
1324	1352	1352	1352	lysZ	1.88888888888889	2.05555555555556	2.38888888888889	1.8333333333333304	0.33333333333333304	tRNA-Lys-TTT					0	0	0	0	0	0	0	0	Translation
1325	1353	1353	1353	lysZ	1.8876781223805497	1.6169321039396498	0.570829840737636	1.68901927912825	0.269907795473596	tRNA-Lys-TTT					0	0	0	0	0	0	0	0	Translation
1326	1354	1354	1354	lysZ	1.56	1.36	2.2	1.28	0.68	tRNA-Lys-TTT					0	0	0	0	0	0	0	0	Translation
1327	1355	1355	1355	lysZ	0.8100008562376909	1.29908382567001	1.5442246767702699	1.4673345320661002	0.14179296172617498	tRNA-Lys-TTT					0	0	0	0	0	0	0	0	Translation
1328	1356	1356	1356	lyxK	3.475	6.24166666666667	1.5	3.4	1.76666666666667	L-xylulose/3-keto-L-gulonate kinase (EC 2.7.1.-)					0	0	0	0	0	0	0	0	Not annotated
1329	1357	1357	1357	maa	3.55718475073314	1.8181818181818201	1.3167155425219899	1.41935483870968	1.02052785923754	Maltose O-acetyltransferase (EC 2.3.1.79)					0	0	0	0	0	0	0	0	Not annotated
1330	1358	1358	1358	macA	2.53439153439153	2.68253968253968	0.9417989417989421	1.77777777777778	2.08465608465608	Macrolide-specific efflux protein MacA	sp|P75830|MACA_ECOLI	2.2	1.7999999999999998	1.0	0	0	0	0	0	0	0	0	Not annotated
1331	1359	1359	1359	macB	2.38983050847458	2.84745762711864	1.34576271186441	1.90508474576271	1.85762711864407	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)					1	1	1	1	1	0	0	0	Transport
1332	1360	1360	1360	maeB	0.612607099143207	0.47154222766217896	0.361077111383109	0.4075887392900861	1.0003059975520199	NADP-dependent malic enzyme (EC 1.1.1.40)					1	1	1	1	1	0	0	0	Not annotated
1333	1361	1361	1361	mak	1.3107569721115502	1.82470119521912	0.7131474103585659	1.07569721115538	1.72908366533865	Glucokinase, ROK family (EC 2.7.1.2)	sp|P23917|MAK_ECOLI	1.0	1.5	0.5	0	0	0	0	0	0	0	0	Not annotated
1334	1362	1362	1362	malE	0.163378856853819	0.234699038947901	0.0576631259484067	0.127465857359636	0.11178553363682303	Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	sp|P0AEX9|MALE_ECOLI	0.19444444444444445	0.0	0.0	0	0	0	0	0	0	0	0	Not annotated
1335	1363	1363	1363	malF	0.7619047619047621	1.09722222222222	0.309523809523809	0.625	0.49404761904761896	Maltose/maltodextrin ABC transporter, permease protein MalF					0	1	1	1	1	0	0	0	Transport
1336	1364	1364	1364	malG	0.8503401360544219	0.986394557823129	0.3639455782312921	0.530612244897959	0.523809523809524	Maltose/maltodextrin ABC transporter, permease protein MalG					1	1	1	1	1	0	0	0	Not annotated
1337	1365	1365	1365	malI	1.73378839590444	1.71331058020478	0.699658703071672	0.9556313993174058	2.02730375426621	Maltose regulon regulatory protein MalI (repressor for malXY)					0	0	0	0	0	0	0	0	Not annotated
1338	1366	1366	1366	malK	0.169085173501577	0.249842271293375	0.0593059936908517	0.124290220820189	0.115457413249211	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	sp|P68187|MALK_ECOLI	0.6	1.7999999999999998	0.4	0	0	0	0	0	0	0	0	Not annotated
1339	1367	1367	1367	malM	0.9009287925696592	1.24148606811146	0.43653250773993796	0.746130030959752	0.6996904024767799	Maltose operon periplasmic protein MalM	sp|P03841|MALM_ECOLI	0.0	0.0	0.0	0	0	0	0	0	0	0	0	Not annotated
1340	1368	1368	1368	malP	0.43964886613021203	0.5822970007315289	0.16971470373079695	0.39209948792977295	0.487198244330651	Maltodextrin phosphorylase (EC 2.4.1.1)					0	0	0	0	0	0	0	0	Not annotated
1341	1369	1369	1369	malQ	0.78433734939759	1.3216867469879499	0.433734939759036	0.83855421686747	0.783132530120482	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)					0	0	0	0	0	0	0	0	Metabolism
1342	1370	1370	1370	malS	2.08163265306122	3.0739795918367303	0.8775510204081629	1.77295918367347	1.38775510204082	Periplasmic alpha-amylase (EC 3.2.1.1)					1	1	1	1	1	0	0	0	Not annotated
1343	1371	1371	1371	malT	0.6012352827639449	0.23258058289905398	0.23624782860451696	0.275622466705269	2.25593514765489	Transcriptional activator of maltose regulon, MalT	sp|P06993|MALT_ECOLI;sp|C4ZVX0|MALT_ECOBW;sp|B1X764|MALT_ECODH	0.42857142857142855	0.8571428571428571	0.14285714285714285	1	1	1	1	1	0	0	0	Not annotated
1344	1372	1372	1372	malX	2.71774193548387	1.91935483870968	0.8629032258064521	1.16129032258065	1.52016129032258	PTS system, maltose and glucose-specific IIC component (EC 2.7.1.69) / PTS system, maltose and glucose-specific IIB component (EC 2.7.1.69)					1	1	1	1	1	0	0	0	Not annotated
1345	1373	1373	1373	malY	2.86341463414634	2.45853658536585	1.7121951219512201	2.02439024390244	1.7121951219512201	Cystathionine beta-lyase (EC 4.4.1.8) (CBL) (Beta-cystathionase) (Cysteine lyase) / Maltose regulon modulator					0	0	0	0	0	0	0	0	Not annotated
1346	1374	1374	1374	malZ	2.53012048192771	3.62048192771084	1.59638554216867	2.24096385542169	1.74096385542169	Maltodextrin glucosidase (EC 3.2.1.20)					0	0	0	0	0	0	0	0	Not annotated
1347	1375	1375	1375	manA	1.50207468879668	1.55912863070539	1.3879668049792502	1.4585062240663895	0.991701244813278	Mannose-6-phosphate isomerase (EC 5.3.1.8)	sp|P00946|MANA_ECOLI	0.7037037037037037	2.1111111111111107	0.7777777777777778	0	0	0	0	0	0	0	0	Metabolism
1348	1376	1376	1376	manX	0.742342507086038	0.0915241839626954	0.137057694066014	0.152326963518332	3.9800676602358998	PTS system, mannose-specific IIA component (EC 2.7.1.69) / PTS system, mannose-specific IIB component (EC 2.7.1.69)					0	0	0	0	0	0	0	0	Not annotated
1349	1377	1377	1377	manY	2.1129032258064497	0.3669354838709679	0.340725806451613	0.395161290322581	3.5625	PTS system, mannose-specific IIC component					0	0	0	0	0	0	0	0	Transport
1350	1378	1378	1378	manZ	1.5075022065313302	0.28861429832303603	0.5163283318623121	0.3989408649602821	3.49426301853486	PTS system, mannose-specific IID component					0	0	0	0	0	0	0	0	Not annotated
1351	1379	1379	1379	maoC	8.22368421052632	8.565789473684209	3.5460526315789505	5.375	2.8881578947368403	Phenylacetic acid degradation protein PaaN, ring-opening aldehyde dehydrogenase (EC 1.2.1.3)					0	0	0	0	0	0	0	0	Not annotated
