	Unnamed: 0	NCBI_GENE_ID	function	Protein IDs	strain	transcription	muts
1385	1385	menA	Not annotated		1	2.72950819672131	0
1386	1386	menB	Not annotated	sp|P0ABU0|MENB_ECOLI	1	1.0828729281768	0
1387	1387	menC	Not annotated		1	2.9583333333333304	1
1388	1388	menD	Not annotated		1	1.9138381201044399	0
1389	1389	menE	Not annotated		1	4.40869565217391	0
1390	1390	menF	Not annotated		1	4.65134099616858	0
1391	1391	mepA	Not annotated		1	2.43609022556391	0
1392	1392	metA	Not annotated	sp|P07623|META_ECOLI;sp|C5A0V0|META_ECOBW;sp|B1XC12|META_ECODH	1	1.8025477707006399	0
1393	1393	metB	Not annotated	sp|P00935|METB_ECOLI	1	2.42328042328042	0
1394	1394	metC	Not annotated	sp|P06721|METC_ECOLI	1	1.7318007662835202	0
1395	1395	metE	Not annotated	sp|P25665|METE_ECOLI;sp|B1XAJ3|METE_ECODH	1	2.21610169491525	0
1396	1396	metF	Not annotated	sp|P0AEZ1|METF_ECOLI	1	1.60301507537688	0
1397	1397	metG	Not annotated		1	3.25985401459854	1
1398	1398	metH	Not annotated	sp|P13009|METH_ECOLI	1	1.09805653710247	1
1399	1399	metI	Not annotated	sp|P31547|METI_ECOLI	1	1.9466666666666697	0
1400	1400	metJ	Regulation	sp|P0A8U6|METJ_ECOLI;sp|C5A0A5|METJ_ECOBW;sp|B1XBA4|METJ_ECODH	1	2.6870967741935496	0
1401	1401	metK	Not annotated	sp|P0A817|METK_ECOLI;sp|C5A0L1|METK_ECOBW;sp|B1XFA4|METK_ECODH	1	2.9294117647058795	0
1402	1402	metL	Metabolism		1	1.1148459383753502	1
1403	1403	metN	Not annotated	sp|P30750|METN_ECOLI	1	2.97368421052632	0
1404	1404	metQ	Not annotated	sp|P28635|METQ_ECOLI	1	1.5908419497784299	0
1405	1405	metT	Not annotated		1	1.0	0
1406	1406	metT	Not annotated		1	0.7692307692307689	0
1407	1407	metV	Not annotated		1	3.0	0
1408	1408	metV	Not annotated		1	0.751633986928104	0
1409	1409	metV	Not annotated		1	0.214208826695371	0
1410	1410	metY	Not annotated		1	1.21875	0
1411	1411	mfd	Not annotated	sp|P30958|MFD_ECOLI	1	2.44249726177437	0
1412	1412	mglA	Not annotated		1	3.85368314833502	0
1413	1413	mglB	Not annotated		1	2.42297650130548	1
1414	1414	mglC	Not annotated		1	2.33397683397683	1
1415	1415	mgsA	Not annotated	sp|P0A731|MGSA_ECOLI;sp|C4ZQ89|MGSA_ECOBW;sp|B1X8R7|MGSA_ECODH	1	0.5602053915275991	0
1416	1416	mgtA	Not annotated		1	3.03108348134991	0
1417	1417	mhpA	Not annotated		1	3.7758620689655213	0
1418	1418	mhpB	Not annotated		1	3.25	0
1419	1419	mhpC	Not annotated		1	2.55555555555556	0
1420	1420	mhpD	Not annotated		1	2.5476190476190497	0
1421	1421	mhpE	Not annotated		1	2.71428571428571	0
1422	1422	mhpF	Not annotated		1	2.17777777777778	0
1423	1423	mhpR	Not annotated		1	0.3611111111111111	0
1424	1424	mhpT	Not annotated		1	2.81818181818182	0
1425	1425	miaA	Not annotated	sp|P16384|MIAA_ECOLI;sp|C4ZR48|MIAA_ECOBW;sp|B1XDS2|MIAA_ECODH	1	2.43103448275862	1
1426	1426	miaB	Translation	sp|P0AEI1|MIAB_ECOLI;sp|B1X656|MIAB_ECODH	1	3.13059701492537	0
1427	1427	minC	Not annotated	sp|P18196|MINC_ECOLI;sp|C4ZS93|MINC_ECOBW;sp|B1XA63|MINC_ECODH	1	1.78119935170178	0
1428	1428	minD	Not annotated	sp|P0AEZ3|MIND_ECOLI	1	1.4354716981132098	0
1429	1429	minE	Not annotated	sp|P0A734|MINE_ECOLI;sp|C4ZS91|MINE_ECOBW;sp|B1XA61|MINE_ECODH	1	0.308321308321308	0
1430	1430	mioC	Not annotated	sp|P03817|MIOC_ECOLI	1	4.65486725663717	0
1431	1431	mipA	Not annotated	sp|P0A908|MIPA_ECOLI	1	2.7843347639485003	0
1432	1432	mlrA	Not annotated		1	1.95628415300546	0
1433	1433	mltA	Not annotated	sp|P0A935|MLTA_ECOLI	1	2.4223968565815297	0
1434	1434	mltB	Not annotated	sp|P41052|MLTB_ECOLI	1	3.0671140939597303	0
1435	1435	mltC	Not annotated	sp|P0C066|MLTC_ECOLI;sp|C5A0N2|MLTC_ECOBW;sp|B1XFC3|MLTC_ECODH	1	3.5774647887323905	0
1436	1436	mltD	Membrane/cell wall		1	1.25941780821918	0
1437	1437	mmuM	Not annotated	sp|Q47690|MMUM_ECOLI	1	0.701333333333333	0
1438	1438	mmuP	Not annotated	sp|Q47689|MMUP_ECOLI	1	2.0810810810810803	0
1439	1439	mngA	Not annotated		1	4.31111111111111	0
1440	1440	mngB	Membrane/cell wall		1	3.5440414507772005	0
1441	1441	mngR	Not annotated		1	1.4061302681992298	0
1442	1442	mntH	Transport		1	2.33516483516483	1
1443	1443	mntR	Not annotated		1	2.33538461538462	0
1444	1444	moaA	Not annotated		1	0.588811188811189	0
1445	1445	moaB	Not annotated	sp|P0AEZ9|MOAB_ECOLI	1	5.68468468468469	0
1446	1446	moaC	Not annotated	sp|P0A738|MOAC_ECOLI;sp|C4ZXV5|MOAC_ECOBW;sp|B1X7B3|MOAC_ECODH	1	2.6867469879518096	0
1447	1447	moaD	Not annotated	sp|P30748|MOAD_ECOLI	1	1.96875	0
1448	1448	moaE	Not annotated	sp|P30749|MOAE_ECOLI	1	2.82945736434108	0
1449	1449	mobA	Not annotated	sp|P32173|MOBA_ECOLI	1	1.3444444444444401	0
1450	1450	mobB	Not annotated		1	1.6774193548387095	0
1451	1451	modA	Not annotated	sp|P37329|MODA_ECOLI	1	7.38378378378378	0
1452	1452	modB	Not annotated		1	2.66086956521739	1
1453	1453	modC	Not annotated		1	3.2238805970149302	1
1454	1454	modE	Not annotated		1	2.1931034482758602	0
1455	1455	modF	Not annotated	sp|P31060|MODF_ECOLI	1	1.66959064327485	1
1456	1456	moeA	Not annotated	sp|P12281|MOEA_ECOLI	1	3.7464788732394396	0
1457	1457	moeB	Not annotated		1	1.55825242718447	0
1458	1458	mog	Not annotated		1	1.5353319057815802	0
1459	1459	molR	Not annotated		1	4.6306306306306295	0
1460	1460	molR	Not annotated		1	3.84848484848485	0
1461	1461	molR	Not annotated		1	3.4022346368715097	0
1462	1462	motA	Not annotated		1	4.59459459459459	0
1463	1463	motB	Not annotated		1	3.19672131147541	1
1464	1464	mpaA	Not annotated		1	1.6151515151515201	0
1465	1465	mpl	Membrane/cell wall	sp|P37773|MPL_ECOLI	1	1.2445175438596499	0
1466	1466	mppA	Transport	sp|P77348|MPPA_ECOLI	1	0.991426344505066	0
1467	1467	mprA	Regulation	sp|P0ACR9|MPRA_ECOLI	1	2.2763713080168797	0
1468	1468	mqo	Not annotated	sp|P33940|MQO_ECOLI;sp|C4ZU53|MQO_ECOBW;sp|B1X8A6|MQO_ECODH	1	0.6136363636363641	0
1469	1469	mraW	Not annotated		1	2.0145833333333303	0
1470	1470	mraY	Not annotated	sp|P0A6W3|MRAY_ECOLI;sp|C4ZRI2|MRAY_ECOBW;sp|B1XC64|MRAY_ECODH	1	1.15598885793872	0
1471	1471	mraZ	Not annotated	sp|P22186|MRAZ_ECOLI;sp|C4ZQ03|MRAZ_ECOBW;sp|B1XC58|MRAZ_ECODH	1	1.9704545454545501	0
1472	1472	mrcA	Membrane/cell wall		1	2.59075342465753	0
1473	1473	mrcB	Not annotated		1	2.2657450076804904	0
1474	1474	mrdA	Membrane/cell wall		1	1.6809078771695602	1
1475	1475	mrdB	Membrane/cell wall		1	1.4957264957265	1
1476	1476	mreB	Membrane/cell wall	sp|P0A9X4|MREB_ECOLI	1	1.83858998144712	0
1477	1477	mreC	Membrane/cell wall	sp|P16926|MREC_ECOLI	1	2.5	0
1478	1478	mreD	Not annotated		1	0.926470588235294	0
1479	1479	mrp	Not annotated		1	1.7725714285714298	0
1480	1480	mrr	Not annotated		1	1.53393665158371	0
1481	1481	msbA	Not annotated	sp|P60752|MSBA_ECOLI	1	2.44557823129252	0
1482	1482	mscL	Not annotated	sp|P0A742|MSCL_ECOLI;sp|C4ZUE5|MSCL_ECOBW;sp|B1X6E2|MSCL_ECODH	1	0.6864274570982839	0
1483	1483	mscS	Transport	sp|P0C0S1|MSCS_ECOLI	1	1.4296482412060298	0
1484	1484	msrA	Not annotated	sp|P0A744|MSRA_ECOLI;sp|C4ZR95|MSRA_ECOBW;sp|B1XDW8|MSRA_ECODH	1	1.3483146067415699	0
1485	1485	msyB	Not annotated	sp|P25738|MSYB_ECOLI	1	1.05714285714286	0
1486	1486	mtgA	Not annotated		1	2.02173913043478	0
1487	1487	mtlA	Not annotated		1	1.29036458333333	1
1488	1488	mtlD	Not annotated	sp|P09424|MTLD_ECOLI;sp|C4ZXJ1|MTLD_ECOBW;sp|B1X8L4|MTLD_ECODH	1	2.02087682672234	0
1489	1489	mtlR	Not annotated		1	1.92073170731707	0
1490	1490	mtr	Not annotated		1	1.9413919413919398	0
1491	1491	mukB	Not annotated	sp|P22523|MUKB_ECOLI;sp|C4ZQ50|MUKB_ECOBW;sp|B1X8M8|MUKB_ECODH	1	1.45516652433817	1
1492	1492	mukE	Not annotated	sp|P22524|MUKE_ECOLI	1	2.5225225225225203	1
1493	1493	mukF	Not annotated	sp|P60293|MUKF_ECOLI;sp|C4ZQ48|MUKF_ECOBW;sp|B1X8M6|MUKF_ECODH	1	1.503125	0
1494	1494	murA	Membrane/cell wall	sp|P0A749|MURA_ECOLI;sp|C4ZSS8|MURA_ECOBW	1	2.90289608177172	0
1495	1495	murB	Not annotated	sp|P08373|MURB_ECOLI	1	1.07389162561576	0
1496	1496	murC	Membrane/cell wall	sp|P17952|MURC_ECOLI;sp|C4ZRI6|MURC_ECOBW;sp|B1XC68|MURC_ECODH	1	0.832252085264134	0
1497	1497	murD	Membrane/cell wall	sp|P14900|MURD_ECOLI	1	0.92274678111588	0
1498	1498	murE	Not annotated	sp|P22188|MURE_ECOLI	1	0.914568345323741	0
1499	1499	murF	Not annotated	sp|P11880|MURF_ECOLI	1	1.64373897707231	0
1500	1500	murG	Membrane/cell wall	sp|P17443|MURG_ECOLI;sp|C4ZRI5|MURG_ECOBW;sp|B1XC67|MURG_ECODH	1	1.5364583333333302	0
1501	1501	murI	Not annotated		1	2.2186666666666697	0
1502	1502	murP	Not annotated		1	2.10471204188482	0
1503	1503	mutH	Not annotated		1	2.4867256637168103	0
1504	1504	mutL	Not annotated		1	2.05654761904762	1
1505	1505	mutM	Not annotated		1	2.91851851851852	0
1506	1506	mutS	Not annotated	sp|P23909|MUTS_ECOLI;sp|C4ZZN7|MUTS_ECOBW;sp|B1XCR0|MUTS_ECODH	1	2.62231759656652	0
1507	1507	mutT	Not annotated		1	1.86614173228346	0
1508	1508	mutY	Not annotated		1	2.9307359307359304	0
1509	1509	mviM	Not annotated		1	1.25	0
1510	1510	mviN	Not annotated		1	2.4575471698113196	0
1511	1511	nac	Not annotated		1	3.98666666666667	1
1512	1512	nadA	Not annotated	sp|P11458|NADA_ECOLI;sp|C4ZXS1|NADA_ECOBW;sp|B1X6S4|NADA_ECODH	1	2.0131578947368403	1
1513	1513	nadB	Not annotated	sp|P10902|NADB_ECOLI	1	2.83108108108108	0
1514	1514	nadC	Not annotated	sp|P30011|NADC_ECOLI	1	1.9655172413793105	0
1515	1515	nadD	Not annotated		1	1.7515923566879	0
1516	1516	nadE	Not annotated	sp|P18843|NADE_ECOLI;sp|C4ZZ96|NADE_ECOBW;sp|B1XGK1|NADE_ECODH	1	2.0053619302949097	0
1517	1517	nadR	Regulation	sp|P27278|NADR_ECOLI	1	2.06696428571429	0
1518	1518	nagA	Membrane/cell wall	sp|P0AF18|NAGA_ECOLI	1	1.5236907730673301	0
1519	1519	nagB	Not annotated	sp|P0A759|NAGB_ECOLI;sp|C4ZWF4|NAGB_ECOBW;sp|B1X6L1|NAGB_ECODH	1	2.43846153846154	1
1520	1520	nagC	Regulation	sp|P0AF20|NAGC_ECOLI	1	1.7849462365591398	0
1521	1521	nagD	Not annotated	sp|P0AF24|NAGD_ECOLI	1	1.73666666666667	0
1522	1522	nagE	Not annotated		1	1.79884393063584	0
1523	1523	nagZ	Not annotated	sp|P75949|NAGZ_ECOLI;sp|C4ZS47|NAGZ_ECOBW;sp|B1XA17|NAGZ_ECODH	1	1.3756218905472601	0
1524	1524	nanA	Not annotated	sp|P0A6L4|NANA_ECOLI;sp|C4ZSW3|NANA_ECOBW;sp|B1XHJ8|NANA_ECODH	1	1.4691358024691399	0
1525	1525	nanE	Not annotated	sp|P0A761|NANE_ECOLI;sp|C4ZSW1|NANE_ECOBW;sp|B1XHJ6|NANE_ECODH	1	2.15094339622641	1
1526	1526	nanK	Regulation		1	1.61538461538462	1
1527	1527	nanR	Not annotated	sp|P0A8W0|NANR_ECOLI;sp|C4ZSW4|NANR_ECOBW;sp|B1XHJ9|NANR_ECODH	1	2.04775280898876	0
1528	1528	nanT	Not annotated		1	1.82978723404255	0
1529	1529	napA	Not annotated	sp|P33937|NAPA_ECOLI;sp|C4ZU48|NAPA_ECOBW;sp|B1X8A2|NAPA_ECODH	1	2.0862068965517198	0
1530	1530	napB	Not annotated		1	3.82352941176471	0
1531	1531	napC	Not annotated		1	0.6394849785407729	0
1532	1532	napD	Not annotated		1	7.0	0
1533	1533	napF	Not annotated		1	1.26851851851852	0
1534	1534	napG	Not annotated		1	2.35135135135135	0
1535	1535	napH	Not annotated		1	1.6551724137931	0
1536	1536	narG	Not annotated		1	1.80172413793103	1
1537	1537	narH	Not annotated		1	1.78102189781022	1
1538	1538	narI	Not annotated		1	1.6547619047619	0
1539	1539	narJ	Not annotated		1	1.6533333333333302	0
1540	1540	narK	Not annotated		1	3.0067567567567597	0
1541	1541	narL	Not annotated	sp|P0AF28|NARL_ECOLI	1	4.01923076923077	0
1542	1542	narP	Regulation	sp|P31802|NARP_ECOLI	1	2.9631728045325803	0
1543	1543	narQ	Not annotated		1	1.9125	0
1544	1544	narU	Not annotated		1	6.6194690265486695	0
1545	1545	narV	Not annotated		1	6.325	0
1546	1546	narW	Not annotated		1	8.58823529411765	0
1547	1547	narX	Not annotated		1	2.0625	1
1548	1548	narY	Not annotated		1	5.767123287671231	0
1549	1549	narZ	Not annotated		1	5.46320346320346	0
1550	1550	ndh	Not annotated		1	1.06849315068493	0
1551	1551	ndk	Not annotated	sp|P0A763|NDK_ECOLI;sp|C4ZX93|NDK_ECOBW;sp|B1XAZ3|NDK_ECODH	1	2.06788665879575	0
1552	1552	nei	Not annotated		1	1.71942446043165	0
1553	1553	nemA	Not annotated	sp|P77258|NEMA_ECOLI	1	2.95	0
1554	1554	nfi	Not annotated		1	1.50641025641026	0
1555	1555	nfnB	Not annotated		1	1.3163398692810502	0
1556	1556	nfo	Not annotated		1	2.61212121212121	0
1557	1557	nfrA	Membrane/cell wall		1	5.10900473933649	0
1558	1558	nfrB	Not annotated		1	2.9156118143459904	1
1559	1559	nfsA	Not annotated	sp|P17117|NFSA_ECOLI	1	3.30708661417323	0
1560	1560	nhaA	Not annotated		1	2.60722891566265	0
1561	1561	nhaB	Not annotated	sp|P0AFA7|NHAB_ECOLI;sp|C4ZTM7|NHAB_ECOBW;sp|B1XA73|NHAB_ECODH	1	2.67647058823529	0
1562	1562	nhaR	Not annotated		1	1.67464114832536	0
1563	1563	nhoA	Not annotated		1	3.78231292517007	0
1564	1564	nikA	Transport		1	0.596928982725528	0
1565	1565	nikB	Not annotated		1	0.35877862595419896	0
1566	1566	nikC	Not annotated		1	0.4390243902439021	0
1567	1567	nikD	Not annotated		1	0.166449934980494	0
1568	1568	nikE	Not annotated		1	0.651428571428571	0
1569	1569	nikR	Not annotated	sp|P0A6Z6|NIKR_ECOLI;sp|C4ZW30|NIKR_ECOBW;sp|B1X7T9|NIKR_ECODH	1	0.6806722689075629	0
1570	1570	nirB	Not annotated	sp|P08201|NIRB_ECOLI	1	1.79615384615385	0
1571	1571	nirC	Not annotated		1	3.28571428571429	0
1572	1572	nirD	Not annotated	sp|P0A9I8|NIRD_ECOLI	1	0.9047619047619052	0
1573	1573	nlpA	Not annotated	sp|P04846|NLPA_ECOLI	1	0.8445747800586508	1
1574	1574	nlpB	Not annotated		1	1.5849909584086799	0
1575	1575	nlpC	Not annotated		1	1.4157650695517798	0
1576	1576	nlpD	Not annotated	sp|P0ADA3|NLPD_ECOLI	1	1.35266974291365	0
1577	1577	nlpE	Not annotated		1	1.17109144542773	0
1578	1578	nlpI	Not annotated	sp|P0AFB1|NLPI_ECOLI;sp|C4ZSQ4|NLPI_ECOBW;sp|B1XGX5|NLPI_ECODH	1	0.881704035874439	0
1579	1579	nmpC	Transport	sp|P21420|NMPC_ECOLI	1	2.59775057889514	0
1580	1580	nohA	Not annotated		1	6.22222222222222	0
1581	1581	nohB	Not annotated		1	4.05555555555556	0
1582	1582	norR	Not annotated		1	3.3333333333333304	0
1583	1583	norV	Not annotated		1	3.72380952380952	0
1584	1584	norW	Not annotated		1	2.31944444444444	0
1585	1585	npr	Not annotated		1	0.802919708029197	0
1586	1586	nrdA	Not annotated		1	2.6	0
1587	1587	nrdB	Not annotated		1	2.05797101449275	1
1588	1588	nrdD	Not annotated		1	1.13765978367748	1
1589	1589	nrdE	Metabolism		1	5.113402061855671	0
1590	1590	nrdF	Metabolism		1	3.30681818181818	0
1591	1591	nrdG	Not annotated		1	1.1150442477876101	0
1592	1592	nrdH	Metabolism		1	32.75	0
1593	1593	nrdI	Metabolism		1	10.0	0
1594	1594	nrfA	Metabolism		1	1.8326359832636	0
1595	1595	nrfB	Not annotated		1	2.08888888888889	0
1596	1596	nrfC	Not annotated		1	3.8	0
1597	1597	nrfD	Metabolism		1	2.4583333333333304	1
1598	1598	nrfE	Not annotated		1	2.43165467625899	0
1599	1599	nrfF	Not annotated		1	1.6666666666666698	0
1600	1600	nrfG	Metabolism		1	2.08163265306122	0
1601	1601	nth	Not annotated		1	1.81951219512195	0
1602	1602	nudB	Not annotated		1	1.0767494356659102	0
1603	1603	nudC	Not annotated	sp|P32664|NUDC_ECOLI;sp|C5A0T7|NUDC_ECOBW;sp|B1XBZ9|NUDC_ECODH	1	2.4384236453202	0
1604	1604	nudD	Not annotated		1	4.41176470588235	0
1605	1605	nudE	Not annotated	sp|P45799|NUDE_ECOLI	1	1.06807131280389	0
1606	1606	nudF	Not annotated		1	1.8424068767908304	0
1607	1607	nudG	Not annotated		1	3.18867924528302	0
1608	1608	nudH	Not annotated		1	1.23069852941176	0
1609	1609	nuoA	Not annotated	sp|P0AFC3|NUOA_ECOLI;sp|B1X900|NUOA_ECODH	1	0.5082139112198529	0
1610	1610	nuoB	Not annotated	sp|P0AFC7|NUOB_ECOLI;sp|C4ZUD0|NUOB_ECOBW;sp|B1X8Z9|NUOB_ECODH	1	0.70032930845225	0
1611	1611	nuoC	Not annotated		1	1.40587109125718	1
1612	1612	nuoE	Not annotated	sp|P0AFD1|NUOE_ECOLI	1	0.898671096345515	0
1613	1613	nuoF	Not annotated	sp|P31979|NUOF_ECOLI	1	0.750171585449554	1
1614	1614	nuoG	Not annotated	sp|P33602|NUOG_ECOLI	1	0.6117881124098481	0
1615	1615	nuoH	Not annotated	sp|P0AFD4|NUOH_ECOLI;sp|C4ZUC5|NUOH_ECOBW;sp|B1X8Z4|NUOH_ECODH	1	0.40303030303030296	0
1616	1616	nuoI	Not annotated	sp|P0AFD6|NUOI_ECOLI	1	0.591362126245847	0
1617	1617	nuoJ	Not annotated		1	0.9638554216867472	0
1618	1618	nuoK	Not annotated	sp|P0AFE4|NUOK_ECOLI;sp|C4ZUC2|NUOK_ECOBW;sp|B1X8Z1|NUOK_ECODH	1	0.3651685393258429	0
1619	1619	nuoL	Not annotated	sp|P33607|NUOL_ECOLI	1	0.594610778443114	1
1620	1620	nuoM	Not annotated		1	0.8134615384615379	0
1621	1621	nupC	Not annotated	sp|P0AFF2|NUPC_ECOLI	1	0.9587039390088952	1
1622	1622	nupG	Not annotated		1	0.263614290669442	0
1623	1623	nusA	Regulation	sp|P0AFF6|NUSA_ECOLI	1	3.4387755102040805	0
1624	1624	nusB	Not annotated	sp|P0A780|NUSB_ECOLI;sp|C4ZTH3|NUSB_ECOBW;sp|B1XF04|NUSB_ECODH	1	1.8669131238447296	0
1625	1625	nusG	Regulation	sp|P0AFG0|NUSG_ECOLI	1	3.5581854043392496	0
1626	1626	obgE	Not annotated		1	2.3714285714285697	1
1627	1627	ogt	Not annotated		1	2.80368098159509	0
1628	1628	ompA	Not annotated	sp|P0A910|OMPA_ECOLI	1	1.23242579781299	0
1629	1629	ompC	Transport	sp|P06996|OMPC_ECOLI	1	0.28093856909118	0
1630	1630	ompF	Not annotated	sp|P02931|OMPF_ECOLI	1	0.0625685229291898	1
1631	1631	ompG	Not annotated		1	5.084507042253518	0
1632	1632	ompL	Not annotated		1	3.78181818181818	0
1633	1633	ompN	Transport		1	5.0	0
1634	1634	ompR	Regulation	sp|P0AA16|OMPR_ECOLI	1	1.19333333333333	0
1635	1635	ompT	Not annotated	sp|P09169|OMPT_ECOLI	1	1.9622928002024496	0
1636	1636	ompW	Not annotated		1	0.120357941834452	0
1637	1637	ompX	Not annotated	sp|P0A917|OMPX_ECOLI	1	2.07703182912384	0
1638	1638	oppA	Membrane/cell wall	sp|P23843|OPPA_ECOLI	1	1.27538046619149	1
1639	1639	oppB	Not annotated	sp|P0AFH2|OPPB_ECOLI	1	0.6	0
1640	1640	oppC	Not annotated	sp|P0AFH6|OPPC_ECOLI	1	0.5848660010509721	0
1641	1641	oppD	Not annotated	sp|P76027|OPPD_ECOLI	1	0.510486743173724	1
1642	1642	oppF	Not annotated	sp|P77737|OPPF_ECOLI	1	0.6773049645390071	0
1643	1643	orn	Not annotated	sp|P0A784|ORN_ECOLI	1	1.1889908256880701	0
1644	1644	osmB	Not annotated		1	34.7336956521739	0
1645	1645	osmC	Not annotated	sp|P0C0L2|OSMC_ECOLI	1	2.8703071672355	0
1646	1646	osmE	Not annotated	sp|P0ADB1|OSME_ECOLI	1	0.128869969040248	1
1647	1647	osmY	Not annotated	sp|P0AFH8|OSMY_ECOLI	1	0.314141414141414	0
1648	1648	otsA	Not annotated	sp|P31677|OTSA_ECOLI;sp|B1X658|OTSA_ECODH	1	1.90774907749077	0
1649	1649	otsB	Metabolism		1	1.11371237458194	0
1650	1650	oxc	Not annotated	sp|P0AFI0|OXC_ECOLI	1	4.26744186046512	1
1651	1651	oxyR	Not annotated	sp|P0ACQ4|OXYR_ECOLI	1	1.44647519582245	0
1652	1652	paaA	Not annotated		1	67.4301075268817	0
1653	1653	paaB	Not annotated		1	12.521739130434801	0
1654	1654	paaC	Not annotated		1	37.91428571428569	0
1655	1655	paaD	Not annotated		1	28.8055555555556	0
1656	1656	paaE	Metabolism		1	32.0238095238095	0
1657	1657	paaF	Not annotated		1	22.3243243243243	0
1658	1658	paaG	Not annotated		1	14.8518518518519	0
1659	1659	paaH	Not annotated		1	8.94782608695652	0
1660	1660	paaI	Not annotated		1	10.0	0
1661	1661	paaJ	Not annotated		1	1.42292089249493	0
1662	1662	paaK	Not annotated		1	0.9090909090909092	0
1663	1663	paaX	Not annotated		1	4.61742424242424	1
1664	1664	paaY	Metabolism		1	3.7828571428571403	0
1665	1665	pabA	Not annotated		1	2.7093023255813997	0
1666	1666	pabB	Not annotated		1	3.49189189189189	0
1667	1667	pabC	Not annotated		1	3.1298701298701297	0
1668	1668	pal	Not annotated	sp|P0A912|PAL_ECOLI	1	2.51687442991791	0
1669	1669	panB	Not annotated	sp|P31057|PANB_ECOLI;sp|C4ZRM7|PANB_ECOBW;sp|B1XCA9|PANB_ECODH	1	1.01438053097345	0
1670	1670	panB	Not annotated	REV__sp|P31057|PANB_ECOLI;REV__sp|C4ZRM7|PANB_ECOBW;REV__sp|B1XCA9|PANB_ECODH	1	1.01438053097345	0
1671	1671	panC	Not annotated	sp|P31663|PANC_ECOLI;sp|C4ZRM6|PANC_ECOBW;sp|B1XCA8|PANC_ECODH	1	1.44419642857143	0
1672	1672	panD	Not annotated	sp|P0A790|PAND_ECOLI;sp|C4ZRM4|PAND_ECOBW;sp|B1XCA6|PAND_ECODH	1	4.20054694621696	0
1673	1673	panE	Not annotated		1	3.19413919413919	0
1674	1674	panF	Not annotated		1	3.32	0
1675	1675	parC	Not annotated	sp|P0AFI2|PARC_ECOLI	1	2.34004237288136	0
1676	1676	parE	Not annotated	sp|P20083|PARE_ECOLI	1	1.79109225874867	1
1677	1677	pbl	Not annotated		1	2.2156862745097996	0
1678	1678	pbpC	Not annotated		1	1.4407582938388601	0
1679	1679	pbpG	Not annotated		1	1.69230769230769	0
1680	1680	pck	Not annotated		1	0.32245849111564195	0
1681	1681	pcm	Not annotated		1	1.53239436619718	0
1682	1682	pcnB	Not annotated	sp|P0ABF1|PCNB_ECOLI	1	3.87131367292225	0
1683	1683	pdhR	Not annotated		1	0.58215451577802	0
1684	1684	pdxA	Not annotated	sp|P19624|PDXA_ECOLI;sp|C4ZPX8|PDXA_ECOBW;sp|B1XC53|PDXA_ECODH	1	2.6666666666666696	0
1685	1685	pdxB	Not annotated	sp|P05459|PDXB_ECOLI;sp|C4ZVL3|PDXB_ECOBW;sp|B1X931|PDXB_ECODH	1	1.47557840616967	0
1686	1686	pdxH	Not annotated	sp|P0AFI7|PDXH_ECOLI;sp|C4ZYA1|PDXH_ECOBW;sp|B1XFV0|PDXH_ECODH	1	2.60797342192691	0
1687	1687	pdxJ	Metabolism	sp|P0A794|PDXJ_ECOLI	1	1.8467966573816201	0
1688	1688	pdxK	Not annotated	sp|P40191|PDXK_ECOLI;sp|C4ZVU9|PDXK_ECOBW;sp|B1XA89|PDXK_ECODH	1	0.560509554140127	1
1689	1689	pdxY	Not annotated	sp|P77150|PDXY_ECOLI	1	1.60629921259843	0
1690	1690	pepA	Other		1	1.64299802761341	0
1691	1691	pepB	Not annotated	sp|P37095|PEPB_ECOLI;sp|C4ZX98|PEPB_ECOBW;sp|B1XAZ8|PEPB_ECODH	1	5.8990476190476215	0
1692	1692	pepD	Not annotated	sp|P15288|PEPD_ECOLI	1	0.683964711987545	0
1693	1693	pepE	Not annotated		1	0.662621359223301	0
1694	1694	pepN	Not annotated		1	0.541692594897324	1
1695	1695	pepP	Not annotated		1	1.7154471544715402	0
1696	1696	pepQ	Other	sp|P21165|PEPQ_ECOLI;sp|C5A021|PEPQ_ECOBW;sp|B1XAK9|PEPQ_ECODH	1	1.51737089201878	0
1697	1697	pepT	Not annotated	sp|P29745|PEPT_ECOLI;sp|C4ZS67|PEPT_ECOBW;sp|B1XA37|PEPT_ECODH	1	0.336065573770492	0
1698	1698	perR	Phage	sp|Q57083|PERR_ECOLI	1	2.31428571428571	0
1699	1699	pfkA	Not annotated	sp|P0A796|PFKA_ECOLI;sp|C5A083|PFKA_ECOBW;sp|B1XB82|PFKA_ECODH	1	0.769927536231884	0
1700	1700	pfkB	Not annotated	sp|P06999|PFKB_ECOLI	1	1.48375451263538	0
1701	1701	pflA	Not annotated	sp|P0A9N4|PFLA_ECOLI	1	1.80778301886792	0
1702	1702	pflB	Not annotated	sp|P09373|PFLB_ECOLI	1	0.0738714585899573	1
1703	1703	pflC	Not annotated		1	2.64	0
1704	1704	pflD	Not annotated		1	2.5111111111111097	0
1705	1705	pfs	Not annotated		1	4.116865869853919	0
1706	1706	pgi	Not annotated		1	0.4616349047141421	0
1707	1707	pgk	Not annotated	sp|P0A799|PGK_ECOLI	1	0.9764387794515258	0
1708	1708	pgm	Not annotated	sp|P36938|PGM_ECOLI	1	1.10684161199625	0
1709	1709	pgpA	Not annotated		1	0.6117936117936121	0
