	NCBI_GENE_ID	function	Protein IDs	strain	transcription	muts
6037	puuD	Gamma-glutamyl-GABA hydrolase (EC 3.5.1.94)		2	4.125	1
6038	puuD	hypothetical protein		2	0.666666666666667	1
6039	puuE	Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)		2	6.32307692307692	0
6040	puuP	Putrescine importer		2	4.05583756345178	0
6041	puuR	Putrescine utilization regulator	sp|P0A9U6|PUUR_ECOLI	2	2.50909090909091	0
6042	pykA	Pyruvate kinase (EC 2.7.1.40)		2	0.3112954379116861	0
6043	pykF	Pyruvate kinase (EC 2.7.1.40)		2	1.18353490345852	0
6044	pyrB	Aspartate carbamoyltransferase (EC 2.1.3.2)	sp|P0A786|PYRB_ECOLI;sp|C4ZRB8|PYRB_ECOBW;sp|B1XEM6|PYRB_ECODH	2	4.935064935064942	0
6045	pyrC	Dihydroorotase (EC 3.5.2.3)	sp|P05020|PYRC_ECOLI;sp|C4ZS02|PYRC_ECOBW;sp|B1X9H5|PYRC_ECODH	2	3.4260355029585803	0
6046	pyrD	Dihydroorotate dehydrogenase (EC 1.3.3.1)	sp|P0A7E1|PYRD_ECOLI;sp|C4ZQ71|PYRD_ECOBW;sp|B1X8P9|PYRD_ECODH	2	2.5285714285714302	0
6047	pyrE	Orotate phosphoribosyltransferase (EC 2.4.2.10)		2	1.97777777777778	1
6048	pyrF	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	sp|P08244|PYRF_ECOLI;sp|C4ZTX6|PYRF_ECOBW;sp|B1XBN2|PYRF_ECODH	2	3.95495495495495	0
6049	pyrG	CTP synthase (EC 6.3.4.2)	sp|P0A7E5|PYRG_ECOLI;sp|C4ZZT3|PYRG_ECOBW;sp|B1XDJ0|PYRG_ECODH	2	1.6351735913488898	0
6050	pyrH	Uridine monophosphate kinase (EC 2.7.4.22)	sp|P0A7E9|PYRH_ECOLI	2	1.69975186104218	0
6051	pyrI	Aspartate carbamoyltransferase regulatory chain (PyrI)	sp|P0A7F3|PYRI_ECOLI;sp|C4ZRB7|PYRI_ECOBW;sp|B1XEM5|PYRI_ECODH	2	4.5609756097561	1
6052	qor	Quinone oxidoreductase (EC 1.6.5.5)		2	2.5539215686274503	1
6053	qseB	Two-component system response regulator QseB		2	2.3023255813953503	0
6054	qseC	Sensory histidine kinase QseC		2	3.1067415730337102	0
6055	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-)	sp|P0A7F9|QUEA_ECOLI;sp|C4ZTG2|QUEA_ECOBW;sp|B1XEZ3|QUEA_ECODH	2	3.77682403433476	0
6056	racC	Phage protein		2	2.8854166666666696	0
6057	radA	DNA repair protein RadA	sp|P24554|RADA_ECOLI	2	4.02994011976048	0
6058	rarA	Possible hydrolase or acyltransferase RutD in novel pyrimidine catabolism pathway		2	10.4375	1
6059	rarD	Protein rarD		2	3.3435114503816803	1
6060	rbbA	ABC-type multidrug transport system, permease component		2	1.7230538922155705	0
6061	rbfA	Ribosome-binding factor A	sp|P0A7G2|RBFA_ECOLI;sp|C4ZSQ8|RBFA_ECOBW;sp|B1XGX9|RBFA_ECODH	2	2.00406504065041	0
6062	rbn	Inner membrane protein YihY, formerly thought to be RNase BN		2	0.6011396011396011	0
6063	rbsA	Ribose ABC transport system, ATP-binding protein RbsA (TC 3.A.1.2.1)		2	0.174175239446612	0
6064	rbsB	Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)	sp|P02925|RBSB_ECOLI	2	0.937060240963855	1
6065	rbsC	Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)		2	0.481236203090508	0
6066	rbsD	Ribose ABC transport system, high affinity permease RbsD (TC 3.A.1.2.1)	sp|P04982|RBSD_ECOLI;sp|C4ZZ26|RBSD_ECOBW;sp|B1X9X5|RBSD_ECODH	2	0.7315573770491801	0
6067	rbsK	Ribokinase (EC 2.7.1.15)		2	0.407437348423606	0
6068	rbsR	Ribose operon repressor		2	0.5053475935828879	0
6069	rcsA	Colanic acid capsular biosynthesis activation accesory protein RcsA, co-regulator with RcsB		2	1.41628959276018	0
6070	rcsB	DNA-binding capsular synthesis response regulator RcsB	sp|P0DMC7|RCSB_ECOLI	2	2.8463128876636805	0
6071	rcsD	Two-component sensor protein RcsD (EC 2.7.3.-)	sp|P39838|RCSD_ECOLI	2	1.97694394213382	1
6072	rcsF	Protein RcsF	sp|P69411|RCSF_ECOLI	2	3.53731343283582	0
6073	rdgC	DNA recombination-dependent growth factor C	sp|P36767|RDGC_ECOLI;sp|C4ZTF1|RDGC_ECOBW;sp|B1XEY2|RDGC_ECODH	2	4.17757009345794	0
6074	recA	RecA protein	sp|P0A7G6|RECA_ECOLI;sp|C4ZYU4|RECA_ECOBW	2	2.75778546712803	0
6075	recB	Exodeoxyribonuclease V beta chain (EC 3.1.11.5)		2	2.2828947368421098	1
6076	recC	Exodeoxyribonuclease V gamma chain (EC 3.1.11.5)		2	2.46501457725947	1
6077	recD	Exodeoxyribonuclease V alpha chain (EC 3.1.11.5)		2	1.9521276595744697	1
6078	recE	Exodeoxyribonuclease VIII (EC 3.1.11.-)		2	5.447513812154701	0
6079	recF	DNA recombination and repair protein RecF		2	2.17325227963526	0
6080	recG	ATP-dependent DNA helicase RecG (EC 3.6.1.-)		2	2.2111801242236	0
6081	recJ	Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)		2	2.38661710037175	0
6082	recN	DNA repair protein RecN		2	2.716	0
6083	recO	DNA recombination and repair protein RecO		2	1.9174311926605505	1
6084	recQ	ATP-dependent DNA helicase RecQ		2	2.68778280542986	1
6085	recR	Recombination protein RecR	sp|P0A7H6|RECR_ECOLI;sp|C4ZUS6|RECR_ECOBW;sp|B1XFQ9|RECR_ECODH	2	1.94488188976378	0
6086	recT	Recombinational DNA repair protein RecT (prophage associated)		2	4.16867469879518	0
6087	recX	Regulatory protein RecX		2	3.74025974025974	0
6088	relA	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I / Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2)	sp|P0AG20|RELA_ECOLI	2	1.3489539748953998	0
6089	relB	RelB/StbD replicon stabilization protein (antitoxin to RelE/StbE)		2	3.01136363636364	0
6090	rem	Hypothetical rem protein		2	2.90740740740741	0
6091	rep	ATP-dependent DNA helicase Rep		2	3.28311688311688	0
6092	rfaB	Lipopolysaccharide 1,6-galactosyltransferase (EC 2.4.1.-)		2	1.03317249698432	0
6093	rfaC	Lipopolysaccharide heptosyltransferase I (EC 2.4.1.-)	sp|P24173|RFAC_ECOLI	2	2.52061855670103	1
6094	rfaD	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)		2	2.24007936507936	0
6095	rfaE	ADP-heptose synthase (EC 2.7.-.-) / D-glycero-beta-D-manno-heptose 7-phosphate kinase		2	3.408	0
6096	rfaF	ADP-heptose--lipooligosaccharide heptosyltransferase II (EC 2.4.1.-)		2	2.0032154340836	1
6097	rfaG	UDP-glucose:(heptosyl) LPS alpha1,3-glucosyltransferase WaaG (EC 2.4.1.-)		2	2.70289855072464	0
6098	rfaH	Transcriptional activator RfaH	sp|P0AFW0|RFAH_ECOLI	2	2.86163522012579	1
6099	rfaI	UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,3-glucosyltransferase WaaO (EC 2.4.1.-)		2	1.0	1
6100	rfaJ	UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,3-glucosyltransferase WaaO (EC 2.4.1.-)		2	0.987237921604376	1
6101	rfaK	Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)		2	1.1648122392211395	1
6102	rfaL	O-antigen ligase		2	0.729612492770388	1
6103	rfaP	Lipopolysaccharide core biosynthesis protein WaaP (EC 2.7.-.-), heptosyl-I-kinase		2	2.5495867768595	0
6104	rfaQ	Lipopolysaccharide heptosyltransferase III (EC 2.4.1.-)		2	2.24763193504736	0
6105	rfaS	Lipopolysaccharide core biosynthesis protein RfaS		2	0.91828058573453	1
6106	rfaY	Lipopolysaccharide core biosynthesis protein RfaY		2	1.21777777777778	0
6107	rfaZ	Lipopolysaccharide core biosynthesis protein RfaZ		2	0.785319652722968	0
6108	rfbA	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)		2	0.6018839861179971	0
6109	rfbB	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)		2	1.16574147501983	0
6110	rfbC	hypothetical protein		2	0.4821428571428571	0
6111	rfbX	Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids	sp|P37746|RFBX_ECOLI	2	0.452951002227171	0
6112	rfe	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)		2	1.24436090225564	0
6113	rffA	Lipopolysaccharide biosynthesis protein RffA		2	1.15602836879433	0
6114	rffD	UDP-glucose dehydrogenase (EC 1.1.1.22)		2	1.07289293849658	0
6115	rffE	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)		2	1.64125560538117	0
6116	rffG	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)		2	1.04158004158004	1
6117	rffH	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)		2	1.19806763285024	1
6118	rffM	Probable UDP-N-acetyl-D-mannosaminuronic acid transferase (EC 2.4.1.-)		2	2.31330472103004	0
6119	rffT	4-alpha-L-fucosyltransferase (EC 2.4.1.-)		2	1.97379912663755	0
6120	rhaA	L-rhamnose isomerase (EC 5.3.1.14)		2	5.31617647058823	1
6121	rhaB	Rhamnulokinase (EC 2.7.1.5)		2	5.0	1
6122	rhaD	Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)		2	4.44628099173554	0
6123	rhaR	L-rhamnose operon transcriptional activator RhaR		2	0.7673716012084592	0
6124	rhaS	L-rhamnose operon regulatory protein RhaS		2	3.72307692307692	0
6125	rhaT	L-rhamnose-proton symporter		2	4.62809917355372	1
6126	rhlB	ATP-dependent RNA helicase RhlB	sp|P0A8J8|RHLB_ECOLI;sp|C4ZZ48|RHLB_ECOBW;sp|B1X9Z4|RHLB_ECODH	2	0.876396128071482	1
6127	rhlE	ATP-dependent RNA helicase RhlE	sp|P25888|RHLE_ECOLI	2	2.0601336302895303	1
6128	rho	Transcription termination factor Rho	sp|P0AG30|RHO_ECOLI	2	2.3869625520111	0
6129	rhsA	core protein		2	3.38190954773869	1
6130	rhsB	core protein		2	3.05490196078431	1
6131	rhsC	core protein		2	3.18735362997658	1
6132	rhsD	core protein		2	3.6639871382636704	1
6133	rhsE	core protein		2	4.7671232876712315	1
6134	rhtA	Putative DMT superfamily metabolite efflux protein precursor		2	3.2514285714285696	1
6135	rhtB	Homoserine/homoserine lactone efflux protein		2	2.75	0
6136	rhtC	Threonine efflux protein		2	2.45138888888889	0
6137	ribA	GTP cyclohydrolase II (EC 3.5.4.25)	sp|P0A7I7|RIBA_ECOLI;sp|C4ZTX2|RIBA_ECOBW;sp|B1XBM8|RIBA_ECODH	2	1.6307435254803702	0
6138	ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	sp|P0A7J0|RIBB_ECOLI;sp|C4ZQV9|RIBB_ECOBW;sp|B1XG46|RIBB_ECODH	2	1.71370967741935	0
6139	ribC	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)		2	1.30957999056159	0
6140	ribD	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	sp|P25539|RIBD_ECOLI	2	2.02412868632708	0
6141	ribE	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)		2	1.29310344827586	0
6142	ribF	Riboflavin kinase (EC 2.7.1.26) / FMN adenylyltransferase (EC 2.7.7.2)	sp|P0AG40|RIBF_ECOLI	2	1.92163009404389	0
6143	rihA	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	sp|P41409|RIHA_ECOLI;sp|C4ZWD8|RIHA_ECOBW	2	0.18873375060183	0
6144	rihB	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)		2	7.428571428571429	0
6145	rihC	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	sp|P22564|RIHC_ECOLI;sp|C4ZPV6|RIHC_ECOBW;sp|B1XBF5|RIHC_ECODH	2	0.41068447412353903	0
6146	rimI	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)		2	5.02941176470588	0
6147	rimJ	Ribosomal-protein-S5p-alanine acetyltransferase	sp|P0A948|RIMJ_ECOLI	2	0.772598870056497	0
6148	rimK	Ribosomal protein S6 glutaminyl transferase		2	1.71339563862928	1
6149	rimL	Ribosomal-protein-L7p-serine acetyltransferase		2	0.591286307053942	0
6150	rimM	16S rRNA processing protein RimM	sp|P0A7X6|RIMM_ECOLI;sp|C4ZYM6|RIMM_ECOBW;sp|B1XBT0|RIMM_ECODH	2	1.21796707229778	0
6151	rlmB	23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-)	sp|P63177|RLMB_ECOLI	2	2.09352517985612	0
6152	rlpA	Rare lipoprotein A precursor	sp|P10100|RLPA_ECOLI	2	2.29197080291971	0
6153	rlpB	LPS-assembly lipoprotein RlpB precursor (Rare lipoprotein B)		2	2.03787878787879	1
6154	rluA	Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70)		2	1.56766917293233	0
6155	rluB	Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70)	sp|P37765|RLUB_ECOLI	2	2.19612068965517	0
6156	rluC	Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70)	sp|P0AA39|RLUC_ECOLI	2	1.93532338308458	0
6157	rluD	Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	sp|P33643|RLUD_ECOLI	2	1.82465277777778	0
6158	rmuC	DNA recombination protein RmuC		2	0.5896084337349399	1
6159	rna	Ribonuclease I precursor (EC 3.1.27.6)		2	2.18497913769124	0
6160	rnb	Exoribonuclease II (EC 3.1.13.1)	sp|P30850|RNB_ECOLI;sp|C4ZTY2|RNB_ECOBW;sp|B1XBN7|RNB_ECODH	2	2.71254162042175	0
6161	rnc	Ribonuclease III (EC 3.1.26.3)	sp|P0A7Y0|RNC_ECOLI;sp|C4ZYJ0|RNC_ECOBW;sp|B1XB41|RNC_ECODH	2	1.45739348370927	0
6162	rnd	Ribonuclease D (EC 3.1.26.3)		2	1.84543761638734	0
6163	rne	Ribonuclease E (EC 3.1.26.12)	sp|P21513|RNE_ECOLI	2	1.15605749486653	0
6164	rng	Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	sp|P0A9J0|RNG_ECOLI	2	1.3952912019826498	0
6165	rnhA	Ribonuclease HI (EC 3.1.26.4)		2	1.7126436781609198	0
6166	rnhB	Ribonuclease HII (EC 3.1.26.4)		2	2.12883435582822	0
6167	rnk	Regulator of nucleoside diphosphate kinase	sp|P0AFW4|RNK_ECOLI	2	1.01425438596491	0
6168	rnpA	Ribonuclease P protein component (EC 3.1.26.5)	sp|P0A7Y8|RNPA_ECOLI;sp|C4ZYY1|RNPA_ECOBW;sp|B1X9T2|RNPA_ECODH	2	2.96951219512195	0
6169	rnr	3'-to-5' exoribonuclease RNase R	sp|P21499|RNR_ECOLI	2	1.2201540436457	0
6170	rnt	Ribonuclease T (EC 3.1.13.-)	sp|P30014|RNT_ECOLI	2	2.64561403508772	0
6171	rob	Right origin-binding protein	sp|P0ACI0|ROB_ECOLI	2	0.9971509971509972	0
6172	rof	Rho-specific inhibitor of transcription termination (YaeO)	sp|P0AFW8|ROF_ECOLI	2	1.44565217391304	0
6173	rpe	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	sp|P0AG07|RPE_ECOLI	2	2.84892086330935	0
6174	rph	Ribonuclease PH (EC 2.7.7.56)		2	5.295154185022031	1
6175	rpiA	Ribose 5-phosphate isomerase A (EC 5.3.1.6)	sp|P0A7Z0|RPIA_ECOLI;sp|C5A0I5|RPIA_ECOBW;sp|B1XEJ9|RPIA_ECODH	2	2.15868673050616	0
6176	rpiB	Ribose 5-phosphate isomerase B (EC 5.3.1.6)		2	2.90123456790124	0
6177	rpiR	Transcriptional regulator of D-allose utilization, RpiR family	sp|P0ACS7|RPIR_ECOLI	2	2.32751091703057	1
6178	rplA	LSU ribosomal protein L1p (L10Ae)		2	0.937118550027742	1
6179	rplB	LSU ribosomal protein L2p (L8e)		2	0.8430568948891031	0
6180	rplC	LSU ribosomal protein L3p (L3e)		2	0.798580301685892	0
6181	rplD	LSU ribosomal protein L4p (L1e)		2	0.862008220786847	0
6182	rplE	LSU ribosomal protein L5p (L11e)		2	0.424561403508772	0
6183	rplF	LSU ribosomal protein L6p (L9e)		2	0.808338518979465	0
6184	rplI	LSU ribosomal protein L9p		2	0.375506072874494	0
6185	rplJ	LSU ribosomal protein L10p (P0)		2	0.8233676975945021	0
6186	rplK	LSU ribosomal protein L11p (L12e)		2	1.6943699731903503	0
6187	rplL	LSU ribosomal protein L7/L12 (P1/P2)		2	0.630140767319901	0
6188	rplM	LSU ribosomal protein L13p (L13Ae)		2	1.69294920394238	0
6189	rplN	LSU ribosomal protein L14p (L23e)		2	1.14457831325301	0
6190	rplO	LSU ribosomal protein L15p (L27Ae)		2	1.04891606448027	0
6191	rplP	LSU ribosomal protein L16p (L10e)		2	1.1774924471299095	0
6192	rplQ	LSU ribosomal protein L17p		2	1.1181165203511598	0
6193	rplR	LSU ribosomal protein L18p (L5e)		2	0.7899860917941579	0
6194	rplS	LSU ribosomal protein L19p		2	1.2426597582038	0
6195	rplT	LSU ribosomal protein L20p		2	0.9255410116424392	0
6196	rplU	LSU ribosomal protein L21p		2	1.9516129032258096	0
6197	rplV	LSU ribosomal protein L22p (L17e)		2	0.7461842849067271	0
6198	rplW	LSU ribosomal protein L23p (L23Ae)		2	1.25935162094763	0
6199	rplX	LSU ribosomal protein L24p (L26e)		2	0.418856259659969	0
6200	rplY	LSU ribosomal protein L25p		2	3.16579223504722	0
6201	rpmA	LSU ribosomal protein L27p		2	2.4469240048250898	0
6202	rpmB	LSU ribosomal protein L28p		2	4.57564650783954	0
6203	rpmC	LSU ribosomal protein L29p (L35e)		2	0.992042440318302	0
6204	rpmD	LSU ribosomal protein L30p (L7e)		2	0.818181818181818	0
6205	rpmE	LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-dependent		2	1.66233966929377	0
6206	rpmG	LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent		2	1.23130841121495	0
6207	rpmH	LSU ribosomal protein L34p		2	0.8467756922505111	0
6208	rpmI	LSU ribosomal protein L35p		2	4.2640283520378	0
6209	rpmJ	LSU ribosomal protein L36p		2	0.693748638640819	0
6210	rpoA	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	sp|P0A7Z4|RPOA_ECOLI	2	1.1937833899951398	1
6211	rpoB	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	sp|P0A8V2|RPOB_ECOLI;sp|C5A0S7|RPOB_ECOBW;sp|B1XBY9|RPOB_ECODH	2	1.1695125309832	1
6212	rpoC	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	sp|P0A8T7|RPOC_ECOLI;sp|B1XBZ0|RPOC_ECODH	2	0.8305689933195122	1
6213	rpoD	RNA polymerase sigma factor RpoD	sp|P00579|RPOD_ECOLI	2	3.3741610738255	1
6214	rpoE	RNA polymerase sigma factor RpoE	sp|P0AGB6|RPOE_ECOLI	2	1.02905811623246	0
6215	rpoH	RNA polymerase sigma factor RpoH		2	1.07788433594885	0
6216	rpoN	RNA polymerase sigma-54 factor RpoN		2	1.50803571428571	0
6217	rpoS	RNA polymerase sigma factor RpoS		2	0.706777316735823	0
6218	rpoZ	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	sp|P0A800|RPOZ_ECOLI;sp|C4ZXP1|RPOZ_ECOBW;sp|B1X982|RPOZ_ECODH	2	3.4670329670329703	1
6219	rpsA	SSU ribosomal protein S1p		2	1.15515114127082	1
6220	rpsB	SSU ribosomal protein S2p (SAe)		2	1.20202911336568	0
6221	rpsC	SSU ribosomal protein S3p (S3e)		2	0.7282728272827279	0
6222	rpsD	SSU ribosomal protein S4p (S9e)		2	1.25836758661186	0
6223	rpsE	SSU ribosomal protein S5p (S2e)		2	1.2905	0
6224	rpsF	SSU ribosomal protein S6p		2	2.02343059239611	0
6225	rpsG	SSU ribosomal protein S7p (S5e)		2	1.6254138018843898	0
6226	rpsH	SSU ribosomal protein S8p (S15Ae)		2	1.02517162471396	0
6227	rpsI	SSU ribosomal protein S9p (S16e)		2	0.642222222222222	0
6228	rpsJ	SSU ribosomal protein S10p (S20e)		2	1.7576505429417602	0
6229	rpsK	SSU ribosomal protein S11p (S14e)		2	1.2788978494623702	0
6230	rpsL	SSU ribosomal protein S12p (S23e)		2	0.850526075022873	0
6231	rpsM	SSU ribosomal protein S13p (S18e)		2	0.98972602739726	0
6232	rpsN	SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent		2	0.695652173913043	0
6233	rpsO	SSU ribosomal protein S15p (S13e)		2	0.872375719247317	0
6234	rpsP	SSU ribosomal protein S16p		2	0.97363184079602	0
6235	rpsQ	SSU ribosomal protein S17p (S11e)		2	0.456516724336794	0
6236	rpsR	SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent		2	1.496253122398	1
6237	rpsS	SSU ribosomal protein S19p (S15e)		2	1.06474313863476	0
6238	rpsT	SSU ribosomal protein S20p		2	0.926232516413163	0
6239	rpsU	SSU ribosomal protein S21p		2	2.29045804306139	0
6240	rraA	Ribonuclease E inhibitor RraA	sp|P0A8R0|RRAA_ECOLI;sp|C5A096|RRAA_ECOBW;sp|B1XB95|RRAA_ECODH	2	1.0496583143508	1
6241	rrfD	5S RNA		2	5.0	0
6242	rrfE	5S RNA		2	10.0	0
6243	rrfF	5S RNA		2	3.75	0
6244	rrlA	Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA		2	3.94117647058824	0
6245	rrlB	Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA		2	2.0	0
6246	rrlB	Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA		2	2.3333333333333304	0
6247	rrlB	Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA		2	2.57142857142857	0
6248	rrlC	Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA		2	3.80555555555556	0
6249	rrlD	Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA		2	2.6666666666666696	0
6250	rrlH	Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA		2	4.06944444444444	0
6251	rrmA	Ribosomal RNA large subunit methyltransferase A (EC 2.1.1.51)		2	4.01927710843373	0
6252	rrmJ	Cell division protein FtsJ / Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.-) ## LSU rRNA Um2552		2	0.8515962036238142	0
6253	rrsB	Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA		2	3.2	0
6254	rrsB	Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA		2	1.0	0
6255	rrsC	Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA		2	6.66666666666667	0
6256	rrsE	Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA		2	3.61363636363636	0
6257	rrsG	Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA		2	4.40909090909091	0
6258	rrsH	Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA		2	1.88311688311688	0
6259	rsd	Regulator of sigma D	sp|P0AFX4|RSD_ECOLI;sp|C5A0T6|RSD_ECOBW;sp|B1XBZ8|RSD_ECODH	2	0.332938856015779	0
6260	rseA	Sigma factor RpoE negative regulatory protein RseA		2	2.2887272727272703	0
6261	rseB	Sigma factor RpoE negative regulatory protein RseB precursor	sp|P0AFX9|RSEB_ECOLI	2	1.4656917885264298	0
6262	rseC	Sigma factor RpoE regulatory protein RseC		2	2.32203389830508	0
6263	rsgA	Ribosome small subunit-stimulated GTPase EngC	sp|P39286|RSGA_ECOLI;sp|C5A1F5|RSGA_ECOBW;sp|B1XDR5|RSGA_ECODH	2	1.67736339982654	1
6264	rsmB	16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176) ## SSU rRNA m5C967	sp|P36929|RSMB_ECOLI;sp|C4ZUE3|RSMB_ECOBW;sp|B1X6E1|RSMB_ECODH	2	1.22	0
6265	rsmC	Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.52)	sp|P39406|RSMC_ECOLI;sp|B1XFI0|RSMC_ECODH	2	3.965	0
6266	rspA	Starvation sensing protein RspA		2	4.32432432432432	0
6267	rspB	Starvation sensing protein RspB		2	1.6717791411042902	0
6268	rssA	UPF0028 protein YchK		2	1.13510101010101	0
6269	rssB	Hnr protein	sp|P0AEV1|RSSB_ECOLI	2	1.27708703374778	1
6270	rstA	Transcriptional regulatory protein RstA	sp|P52108|RSTA_ECOLI	2	2.17500610202587	0
6271	rstB	Sensory histidine kinase in two-component regulatory system with RstA	sp|P18392|RSTB_ECOLI	2	1.6399158400961795	0
6272	rsuA	Ribosomal small subunit pseudouridine synthase A (EC 4.2.1.70)	sp|P0AA43|RSUA_ECOLI	2	2.19548218940052	0
6273	rsxA	Electron transport complex protein RnfA		2	2.44262295081967	0
6274	rsxB	Electron transport complex protein RnfB		2	2.8023255813953503	0
6275	rsxC	Electron transport complex protein RnfC	sp|P77611|RSXC_ECOLI;sp|C4ZY92|RSXC_ECOBW;sp|B1XFU1|RSXC_ECODH	2	3.18066157760814	0
6276	rsxD	Electron transport complex protein RnfD		2	3.19444444444444	1
6277	rsxE	Electron transport complex protein RnfE		2	2.9350649350649305	0
6278	rsxG	Electron transport complex protein RnfG	sp|P77285|RSXG_ECOLI	2	1.97619047619048	0
6279	rtcA	RNA 3'-terminal phosphate cyclase (EC 6.5.1.4)		2	4.421568627450982	1
6280	rtcB	RNA-2',3'-PO4:RNA-5'-OH ligase		2	4.87931034482759	0
6281	rtcR	Transcriptional regulatory protein RtcR		2	4.24817518248175	0
6282	rtn	Rtn protein		2	1.6989528795811497	1
6283	rumA	23S rRNA (Uracil-5-) -methyltransferase RumA (EC 2.1.1.-)		2	0.932270916334661	0
6284	rumB	23S rRNA (Uracil-5-) -methyltransferase rumB (EC 2.1.1.-)		2	5.37301587301587	0
6285	rusA	Holliday junction resolvase / Crossover junction endodeoxyribonuclease rusA (EC 3.1.22.-)		2	2.0833333333333304	0
6286	ruvA	Holliday junction DNA helicase RuvA		2	1.9214501510574	0
6287	ruvB	Holliday junction DNA helicase RuvB	sp|P0A812|RUVB_ECOLI;sp|C4ZQE4|RUVB_ECOBW;sp|B1XHC8|RUVB_ECODH	2	2.29824561403509	0
6288	ruvC	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)		2	1.16932907348243	0
6289	ryfA	hypothetical protein		2	0.8181317167263709	0
6290	rzpD	Phage outer membrane lytic protein Rz; Endopeptidase (EC 3.4.-.-)		2	4.16949152542373	1
6291	rzpR	Endopeptidase (EC 3.4.-.-)		2	1.04166666666667	0
6292	sanA	SanA protein		2	0.9181946403385052	0
6293	sapA	Peptide transport periplasmic protein SapA		2	3.62046204620462	0
6294	sapB	Peptide transport system permease protein SapB		2	2.15652173913044	0
6295	sapC	Peptide transport system permease protein SapC		2	2.4938271604938302	0
6296	sapD	Peptide transport system ATP-binding protein SapD		2	1.66539923954373	0
6297	sapF	Peptide transport system ATP-binding protein SapF		2	2.69811320754717	0
