	NCBI_GENE_ID	St1_trans	St2_trans	St3_trans	St4_trans	St5_trans	function	Protein IDs	St7_prot	St8_prot	St9_prot	St1_muts	St2_muts	St3_muts	St4_muts	St5_muts	St7_muts	St8_muts	St9_muts
1063	hscC	1.4125	1.628125	0.440625	0.871875	1.01875	Chaperone protein DnaK					0	0	0	0	0	0	0	0
1064	hsdM	3.43824701195219	3.44621513944223	1.96414342629482	2.6593625498008	0.800796812749004	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)					0	0	0	0	0	0	0	0
1065	hsdR	0.828395061728395	0.788065843621399	0.409876543209877	0.644444444444444	0.961316872427983	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)					0	0	0	0	0	0	0	0
1066	hsdS	2.09351145038168	2.50381679389313	1.18129770992366	1.62786259541985	0.759541984732824	Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)					0	0	0	0	0	0	0	0
1067	hslJ	5.85420944558522	8.88090349075975	2.93223819301848	4.84188911704312	1.78028747433265	Heat shock protein hslJ					0	0	0	0	0	0	0	0
1068	hslO	4.18840579710145	3.45410628019324	4.03864734299517	2.75845410628019	1.84057971014493	33 kDa chaperonin (Heat shock protein 33) (HSP33)	sp|P0A6Y5|HSLO_ECOLI;sp|C4ZUQ6|HSLO_ECOBW;sp|B1X748|HSLO_ECODH	0.7999999999999999	3.3	0.7999999999999999	0	0	0	0	0	0	0	0
1069	hslR	7.0	5.66666666666667	2.05	3.75	2.0	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)					0	0	0	0	0	0	0	0
1070	hslU	6.5265780730897	4.37043189368771	3.59468438538206	3.1063122923588	2.21262458471761	ATP-dependent hsl protease ATP-binding subunit HslU	sp|P0A6H5|HSLU_ECOLI;sp|C5A098|HSLU_ECOBW;sp|B1XB97|HSLU_ECODH	0.95	3.0	1.0	1	1	1	1	1	0	0	0
1071	hslV	11.707423580786	7.14847161572052	4.09606986899563	3.51091703056769	2.33624454148472	ATP-dependent protease HslV (EC 3.4.25.-)	sp|P0A7B8|HSLV_ECOLI;sp|C5A099|HSLV_ECOBW;sp|B1XB98|HSLV_ECODH	0.7142857142857143	2.142857142857143	1.0	0	0	0	0	0	0	0	0
1072	hsrA	1.13164556962025	1.69873417721519	0.713924050632911	1.31139240506329	1.64556962025316	Permeases of the major facilitator superfamily					1	1	1	1	1	0	0	0
1073	htpG	9.9303313508921	4.97281223449448	3.20815632965166	2.68734069668649	2.76380628717077	Chaperone protein HtpG	sp|P0A6Z3|HTPG_ECOLI	0.9629629629629629	2.888888888888889	0.9506172839506173	1	1	1	1	1	0	0	0
1074	htpX	1.69254901960784	2.07372549019608	1.92549019607843	1.68705882352941	1.47921568627451	Probable protease HtpX (EC 3.4.24.-)	sp|P23894|HTPX_ECOLI;sp|C4ZZI6|HTPX_ECOBW;sp|B1XH97|HTPX_ECODH	1.2857142857142856	4.714285714285714	1.5714285714285712	0	0	0	0	0	0	0	0
1075	htrC	0.98716119828816	1.14265335235378	0.721825962910128	0.985734664764622	0.980028530670471	Heat shock protein C					0	1	1	1	1	0	0	0
1076	htrE	3.27748691099476	3.30890052356021	1.07329842931937	2.16753926701571	1.83769633507853	Outer membrane usher protein HtrE					0	0	0	0	0	0	0	0
1077	htrG	2.30263157894737	4.76315789473684	2.9375	4.57565789473684	1.0	Arylsulfatase (EC 3.1.6.1)					0	0	0	0	0	0	0	0
1078	htrL	1.21872816212439	1.3319357092942	1.05241090146751	1.27323549965059	0.644304682040531	Involved in lipopolysaccharide biosynthesis					0	1	1	1	1	0	0	0
1079	hupA	2.84183309557775	1.76319543509272	0.739300998573466	0.961305278174037	0.663516405135521	DNA-binding protein HU-alpha					0	0	0	0	0	0	0	0
1080	hupB	1.9260945709282	1.63362521891419	2.76707530647986	1.23642732049037	1.96497373029772	DNA-binding protein HU-beta					0	0	0	0	0	0	0	0
1081	hyaA	3.23711340206186	4.57731958762887	1.68041237113402	3.27835051546392	3.10309278350515	Uptake hydrogenase small subunit precursor (EC 1.12.99.6)					0	0	0	0	0	0	0	0
1082	hyaB	4.16438356164384	5.43835616438356	1.34246575342466	3.17808219178082	2.79452054794521	Uptake hydrogenase large subunit (EC 1.12.99.6)					0	0	0	0	0	0	0	0
1083	hyaC	3.52380952380952	5.02380952380952	1.38095238095238	2.66666666666667	2.71428571428571	Ni,Fe-hydrogenase I cytochrome b subunit					0	0	0	0	0	0	0	0
1084	hyaD	2.0	3.33962264150943	1.79245283018868	1.54716981132075	1.79245283018868	Hydrogenase maturation protease (EC 3.4.24.-)					0	0	0	0	0	0	0	0
1085	hyaE	1.4375	2.375	0.5625	1.25	1.125	Hydrogenase maturation factor hoxO					0	0	0	0	0	0	0	0
1086	hyaF	2.22352941176471	3.25882352941176	0.952941176470588	1.64705882352941	2.12941176470588	Hydrogenase maturation factor HoxQ					0	0	0	0	0	0	0	0
1087	hybA	1.28535031847134	0.597452229299363	0.371974522292994	0.593630573248408	1.60382165605096	Fe-S-cluster-containing hydrogenase components 1					0	0	0	0	0	0	0	0
1088	hybB	1.609375	1.296875	0.5859375	0.90625	2.421875	Ni/Fe-hydrogenase 2 B-type cytochrome subunit					0	1	1	1	1	0	0	0
1089	hybC	1.32416267942584	0.849282296650718	0.672248803827751	0.753588516746412	1.41507177033493	Uptake hydrogenase large subunit (EC 1.12.99.6)					0	0	0	0	0	0	0	0
1090	hybD	0.63109756097561	0.710365853658537	0.780487804878049	0.664634146341463	1.19512195121951	Hydrogenase maturation protease (EC 3.4.24.-)					0	0	0	0	0	0	0	0
1091	hybE	0.66887417218543	0.814569536423841	1.17880794701987	0.960264900662252	1.42384105960265	Hydrogenase-2 operon protein hybE					0	0	0	0	0	0	0	0
1092	hybF	0.96	0.613333333333333	0.653333333333333	0.813333333333333	0.84	[NiFe] hydrogenase nickel incorporation protein HybF					0	0	0	0	0	0	0	0
1093	hybG	0.654205607476635	0.593457943925234	0.869158878504673	0.771028037383178	0.892523364485981	[NiFe] hydrogenase metallocenter assembly protein HybG					0	0	0	1	1	0	0	0
1094	hybO	0.805238095238095	0.395714285714286	0.383809523809524	0.519523809523809	2.40285714285714	Uptake hydrogenase small subunit precursor (EC 1.12.99.6)					0	0	0	0	0	0	0	0
1095	hycA	2.86666666666667	3.06666666666667	1.06666666666667	2.2	1.46666666666667	Formate hydrogenlyase regulatory protein HycA					0	0	0	0	0	0	0	0
1096	hycB	4.69565217391304	6.04347826086957	0.826086956521739	4.1304347826087	2.34782608695652	Formate hydrogenlyase subunit 2					0	0	0	0	0	0	0	0
1097	hycC	3.890625	6.640625	2.15625	3.6875	3.046875	Formate hydrogenlyase subunit 3					0	0	0	0	0	0	0	0
1098	hycD	4.09090909090909	7.51515151515152	1.84848484848485	3.78787878787879	2.60606060606061	Formate hydrogenlyase subunit 4					0	0	0	0	0	0	0	0
1099	hycE	3.44230769230769	4.25	1.20192307692308	2.90384615384615	2.02884615384615	Formate hydrogenlyase subunit 5					0	0	0	0	0	0	0	0
1100	hycF	3.25925925925926	3.96296296296296	0.592592592592593	2.77777777777778	1.25925925925926	Formate hydrogenlyase complex 3 iron-sulfur protein; Formate hydrogenlyase subunit 6; Ni,Fe-hydrogenase III medium subunit					0	0	0	0	0	0	0	0
1101	hycG	3.4	6.08	1.92	2.92	2.0	Formate hydrogenlyase subunit 7					1	1	1	1	1	0	0	0
1102	hycH	5.75	6.25	1.625	4.875	2.0	Formate hydrogenlyase maturation protein HycH					0	0	0	0	0	0	0	0
1103	hycI	0.924603174603175	1.03968253968254	0.920634920634921	1.11111111111111	2.48809523809524	Hydrogenase 3 maturation protease (EC 3.4.-.-)					0	0	0	0	0	0	0	0
1104	hydN	2.20408163265306	3.04081632653061	0.816326530612245	1.24489795918367	1.42857142857143	Electron transport protein HydN					0	0	0	0	0	0	0	0
1105	hyfA	2.95454545454545	4.04545454545455	1.0	2.22727272727273	2.86363636363636	Hydrogenase-4 component A (EC 1.-.-.-)					0	0	0	0	0	0	0	0
1106	hyfB	3.38095238095238	4.25850340136054	1.04761904761905	2.41496598639456	1.61224489795918	Hydrogenase-4 component B (EC 1.-.-.-) / Formate hydrogenlyase subunit 3					0	1	1	1	1	0	0	0
1107	hyfC	2.77551020408163	4.42857142857143	1.02040816326531	2.44897959183673	1.44897959183673	Formate hydrogenlyase subunit 4					0	0	0	0	0	0	0	0
1108	hyfD	4.35802469135802	5.66666666666667	1.67901234567901	2.80246913580247	2.11111111111111	Na(+) H(+) antiporter subunit A					0	0	0	0	0	0	0	0
1109	hyfE	3.59375	5.0	1.3125	2.03125	1.5	Hydrogenase-4 component E (EC 1.-.-.-)					0	0	0	0	0	0	0	0
1110	hyfF	2.875	3.99038461538461	1.10576923076923	2.36538461538462	1.85576923076923	Hydrogenase-4 component F (EC 1.-.-.-)					0	0	0	0	0	0	0	0
1111	hyfG	2.31372549019608	3.20261437908497	0.973856209150327	2.04575163398693	1.7516339869281	Formate hydrogenlyase subunit 5					0	0	0	0	0	0	0	0
1112	hyfH	3.7741935483871	4.45161290322581	0.967741935483871	3.2258064516129	1.12903225806452	Formate hydrogenlyase complex 3 iron-sulfur protein; Formate hydrogenlyase subunit 6; Ni,Fe-hydrogenase III medium subunit					0	0	0	0	0	0	0	0
1113	hyfI	2.59459459459459	3.62162162162162	1.2972972972973	2.32432432432432	1.83783783783784	Formate hydrogenlyase subunit 7					0	0	0	0	0	0	0	0
1114	hyfJ	3.73333333333333	5.2	1.73333333333333	4.2	1.86666666666667	Hydrogenase-4 maturation protease					0	0	0	0	0	0	0	0
1115	hyfR	3.51973684210526	4.09210526315789	1.20394736842105	2.19736842105263	1.86842105263158	two component, sigma54 specific, transcriptional regulator, Fis family					0	0	0	0	0	0	0	0
1116	hyfR	0.380952380952381	1.61904761904762	0.857142857142857	1.14285714285714	1.23809523809524	Putative 2-component regulator, interaction with sigma 54					0	0	0	0	0	0	0	0
1117	hyi	3.20588235294118	5.58823529411765	1.52941176470588	2.61764705882353	1.94117647058824	Hydroxypyruvate isomerase (EC 5.3.1.22)					1	1	1	1	1	0	0	0
1118	hypA	0.920634920634921	1.65079365079365	0.333333333333333	0.746031746031746	1.20634920634921	[NiFe] hydrogenase nickel incorporation protein HypA					0	0	0	0	0	0	0	0
1119	hypB	0.537037037037037	0.74537037037037	0.263888888888889	0.532407407407407	1.24537037037037	[NiFe] hydrogenase nickel incorporation-associated protein HypB					0	0	0	0	0	0	0	0
1120	hypC	0.833333333333333	0.583333333333333	0.0833333333333333	0.166666666666667	0.5	[NiFe] hydrogenase metallocenter assembly protein HypC					0	0	0	0	0	0	0	0
1121	hypD	0.705426356589147	0.976744186046512	0.498708010335917	0.635658914728682	1.67958656330749	[NiFe] hydrogenase metallocenter assembly protein HypD					0	0	0	0	0	0	0	0
1122	hypE	0.604972375690608	0.875690607734807	0.5	0.566298342541436	1.55801104972376	[NiFe] hydrogenase metallocenter assembly protein HypE	sp|P24193|HYPE_ECOLI				0	0	0	0	0	0	0	0
1123	hypF	2.77815699658703	3.43686006825939	1.11262798634812	2.12286689419795	1.80204778156997	[NiFe] hydrogenase metallocenter assembly protein HypF					0	0	0	0	0	0	0	0
1124	hyuA	3.8	4.78260869565217	1.11304347826087	2.7304347826087	2.0	Dihydropyrimidinase (EC 3.5.2.2)					0	0	0	0	0	0	0	0
1125	iaaA	1.64503816793893	2.52290076335878	1.6030534351145	2.74809160305344	2.15267175572519	Isoaspartyl aminopeptidase (EC 3.4.19.5) @ Asp-X dipeptidase	sp|P37595|IAAA_ECOLI	1.2	4.8	2.1999999999999997	1	1	1	1	1	0	0	0
1126	iadA	2.05429864253394	2.12217194570136	2.00904977375566	2.3710407239819	1.23529411764706	Isoaspartyl dipeptidase (EC 3.4.19.5) @ Asp-X dipeptidase	sp|P39377|IADA_ECOLI	1.5714285714285712	4.714285714285714	1.857142857142857	0	0	0	0	0	0	0	0
1127	iap	2.43109540636042	3.24734982332155	1.15547703180212	2.41696113074205	1.41696113074205	Alkaline phosphatase isozyme conversion protein precursor (EC 3.4.11.-)					0	0	0	0	0	0	0	0
1128	ibpA	14.8028169014085	6.00704225352113	1.92253521126761	2.33098591549296	2.11971830985915	16 kDa heat shock protein A	sp|P0C054|IBPA_ECOLI;sp|C4ZYW4|IBPA_ECOBW;sp|B1X9B7|IBPA_ECODH	0.5	2.25	0.75	0	0	0	0	0	0	0	0
1129	ibpB	24.054347826087	6.41304347826087	2.25	2.51086956521739	2.08695652173913	16 kDa heat shock protein B	sp|P0C058|IBPB_ECOLI;sp|C4ZYW3|IBPB_ECOBW;sp|B1X9B6|IBPB_ECODH	0.3333333333333333	3.5	1.0	0	0	0	0	0	0	0	0
1130	icd	0.998067632850242	1.2006038647343	1.44432367149758	1.58599033816425	1.0774154589372	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)					0	0	0	0	0	0	0	0
1131	iclR	3.51538461538462	3.46153846153846	1.71538461538462	2.24615384615385	2.19615384615385	Acetate operon repressor					0	1	1	1	1	0	0	0
1132	idi	1.51298701298701	1.71428571428571	1.26623376623377	1.55194805194805	1.24675324675325	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)					0	0	0	0	0	0	0	0
1133	idnD	1.45578231292517	1.95238095238095	0.612244897959184	1.00680272108844	1.3469387755102	L-idonate 5-dehydrogenase (EC 1.1.1.264)					0	0	0	0	0	0	0	0
1134	idnK	1.98809523809524	1.96428571428571	0.654761904761905	1.13095238095238	1.22619047619048	Gluconokinase (EC 2.7.1.12)					1	1	1	1	1	0	0	0
1135	idnO	1.86885245901639	3.52459016393443	1.0327868852459	1.81967213114754	1.11475409836066	5-keto-D-gluconate 5-reductase (EC 1.1.1.69)					0	0	0	0	0	0	0	0
1136	idnR	2.01507537688442	2.63316582914573	1.19597989949749	1.75376884422111	1.44723618090452	Positive regulator of L-idonate catabolism					0	0	0	0	0	0	0	0
1137	idnT	1.92857142857143	2.53246753246753	0.974025974025974	1.62337662337662	1.26623376623377	L-idonate, D-gluconate, 5-keto-D-gluconate transporter					0	0	0	0	0	0	0	0
1138	ihfA	0.550228310502283	0.562404870624049	0.829020801623541	0.514205986808727	0.993658041603247	Integration host factor alpha subunit	sp|P0A6X7|IHFA_ECOLI;sp|C4ZYH4|IHFA_ECOBW;sp|B1XG19|IHFA_ECODH	0.6666666666666666	3.25	0.5833333333333334	0	0	0	0	0	0	0	0
1139	ihfB	1.44926703075596	1.89652198907732	0.714285714285714	1.16125323368784	0.909169301523426	Integration host factor beta subunit	sp|P0A6Y1|IHFB_ECOLI;sp|C4ZQ38|IHFB_ECOBW;sp|B1X852|IHFB_ECODH	1.0625000000000002	2.625	0.75	0	0	0	0	0	0	0	0
1140	ileS	1.49113705144834	1.40164288802421	1.94768698659749	1.71119757890186	1.04582792909641	Isoleucyl-tRNA synthetase (EC 6.1.1.5)					0	0	0	0	0	0	0	0
1141	ileU						tRNA-Ile-GAT					0	0	0	0	0	0	0	0
1142	ileU	0.0	1.0	0.0	0.0	0.0	tRNA-Ile-GAT					0	0	0	0	0	0	0	0
1143	ileU	0.0	0.0	0.0	0.0	2.0	tRNA-Ile-GAT					0	0	0	0	0	0	0	0
1144	ileX	16.0	24.0	5.0	12.0	5.0	tRNA-Met-CAT					0	0	0	0	0	0	0	0
1145	ileY	1.33333333333333	2.29166666666667	0.791666666666667	0.958333333333333	1.33333333333333	tRNA-Met-CAT					0	0	0	0	0	0	0	0
1146	ilvA	1.17142857142857	1.69387755102041	1.03265306122449	1.06122448979592	1.56734693877551	Threonine dehydratase biosynthetic (EC 4.3.1.19)	sp|P04968|ILVA_ECOLI	0.7777777777777778	2.0	0.9444444444444445	0	0	0	0	0	0	0	0
1147	ilvB	0.406826568265683	0.299815498154982	0.161746617466175	0.329643296432964	0.383456334563346	Acetolactate synthase large subunit (EC 2.2.1.6)	sp|P08142|ILVB_ECOLI	0.85	2.55	1.05	0	0	0	0	0	0	0	0
1148	ilvC	1.54581673306773	3.50996015936255	3.90836653386454	5.22709163346614	23.2988047808765	Ketol-acid reductoisomerase (EC 1.1.1.86)	sp|P05793|ILVC_ECOLI;sp|C4ZZ44|ILVC_ECOBW;sp|B1X9Z0|ILVC_ECODH	0.9320388349514562	2.9417475728155336	1.0970873786407767	0	0	0	0	0	0	0	0
1149	ilvD	1.2962962962963	1.86111111111111	0.986111111111111	1.21759259259259	1.27314814814815	Dihydroxy-acid dehydratase (EC 4.2.1.9)	sp|P05791|ILVD_ECOLI;sp|C4ZZ41|ILVD_ECOBW	0.8947368421052633	3.1578947368421053	1.1578947368421053	1	1	1	1	1	0	0	0
1150	ilvE	1.8	2.40909090909091	1.19090909090909	1.80909090909091	1.67272727272727	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	sp|P0AB80|ILVE_ECOLI	1.2692307692307694	3.9230769230769234	1.2307692307692308	0	0	0	0	0	0	0	0
1151	ilvG	2.36363636363636	2.13636363636364	2.03030303030303	2.13636363636364	1.8030303030303	Acetolactate synthase large subunit (EC 2.2.1.6)	sp|P00892|ILVG_ECOLI	0.5	4.5	0.5	1	1	1	1	1	0	0	0
1152	ilvG	1.35767790262172	3.07116104868914	1.63857677902622	2.69475655430712	3.76029962546816	Acetolactate synthase large subunit (EC 2.2.1.6)	sp|P00892|ILVG_ECOLI	0.5	4.5	0.5	1	1	1	1	1	0	0	0
1153	ilvH	2.33870967741935	3.08064516129032	1.70967741935484	2.08064516129032	2.04838709677419	Acetolactate synthase small subunit (EC 2.2.1.6)	sp|P00894|ILVH_ECOLI	0.9523809523809524	2.857142857142857	0.7142857142857143	1	1	1	1	1	0	0	0
1154	ilvI	2.6	4.11515151515152	2.24848484848485	3.1030303030303	2.65454545454545	Acetolactate synthase large subunit (EC 2.2.1.6)	sp|P00893|ILVI_ECOLI	1.1333333333333333	2.6	1.3333333333333335	0	0	0	0	0	0	0	0
1155	ilvM	5.33333333333333	7.66666666666667	1.33333333333333	1.33333333333333	2.66666666666667	Acetolactate synthase small subunit (EC 2.2.1.6)					1	1	1	1	1	0	0	0
1156	ilvN	0.20625	0.10625	0.04625	0.14	0.22	Acetolactate synthase small subunit (EC 2.2.1.6)	sp|P0ADF8|ILVN_ECOLI	0.39999999999999997	1.65	0.6	0	0	0	0	0	0	0	0
1157	ilvY	1.76351351351351	2.98648648648649	1.23648648648649	1.72972972972973	1.75675675675676	HTH-type transcriptional regulator IlvY					0	0	0	0	0	0	0	0
1158	imp	1.97810760667904	2.20816326530612	2.04118738404453	2.70760667903525	1.32133580705009	Outer membrane protein Imp, required for envelope biogenesis / Organic solvent tolerance protein precursor					0	0	0	0	0	0	0	0
1159	inaA	2.17891373801917	2.24600638977636	2.1629392971246	1.90415335463259	1.07667731629393	Protein inaA					0	0	0	0	0	0	0	0
1160	infA	1.58387027491409	2.11651632302405	1.77749140893471	1.70478951890034	0.489583333333333	Translation initiation factor 1					1	1	1	1	1	0	0	0
1161	infB	2.44227353463588	1.45085849615157	2.13499111900533	1.53463587921847	1.23001776198934	Translation initiation factor 2					1	1	1	1	1	0	0	0
1162	infC	2.67882290421151	1.39697090474293	2.48751162481732	1.31187724192906	1.28357911518533	Translation initiation factor 3					0	0	0	0	0	0	0	0
1163	insA						Mobile element protein					0	0	0	0	0	0	0	0
1164	insB						Mobile element protein					0	0	0	0	0	0	0	0
1165	insB	3.82978723404255	4.80851063829787	1.0	2.91489361702128	1.61702127659574	Mobile element protein					0	0	0	0	0	0	0	0
1166	insB	3.66666666666667	3.5	1.5	4.16666666666667	1.83333333333333	Mobile element protein					0	0	0	0	0	0	0	0
1167	insB	2.15384615384615	3.15384615384615	2.05128205128205	2.69230769230769	1.58974358974359	Mobile element protein					0	0	0	0	0	0	0	0
1168	insB	2.0	2.25	1.0	0.75	0.5	Mobile element protein					0	0	0	0	0	0	0	0
1169	insB	1.95555555555556	2.62222222222222	0.977777777777778	1.51111111111111	1.24444444444444	Mobile element protein					0	0	0	0	0	0	0	0
1170	insB	1.71428571428571	2.23809523809524	0.428571428571429	1.71428571428571	1.14285714285714	Mobile element protein					0	0	0	0	0	0	0	0
1171	insB	1.66922290388548	1.96574642126789	1.17331288343558	2.48159509202454	0.698875255623722	Mobile element protein					0	0	0	0	0	0	0	0
1172	insB	1.25	1.75	1.0	1.75	1.25	Mobile element protein					0	0	0	0	0	0	0	0
1173	insB	1.0	2.0	0.0	0.0	0.5	Mobile element protein					0	0	0	0	0	0	0	0
1174	insB	0.6	0.6	0.4	0.0	0.4	Mobile element protein					0	0	0	0	0	0	0	0
1175	insC						Mobile element protein					0	0	0	0	0	0	0	0
1176	insC						Mobile element protein					0	0	0	0	0	0	0	0
1177	insC						Mobile element protein					0	0	0	0	0	0	0	0
1178	insC						Mobile element protein					0	0	0	0	0	0	0	0
1179	insC	inf	inf	inf	inf	inf	Mobile element protein					0	0	0	0	0	0	0	0
1180	insC	12.0	9.0	12.0	7.0	2.0	Mobile element protein					0	0	0	0	0	0	0	0
1181	insC	6.5	10.5	0.5	3.5	3.0	Mobile element protein					0	0	0	0	0	0	0	0
1182	insC	5.2	3.7	1.3	3.4	0.7	Mobile element protein					0	0	0	0	0	0	0	0
1183	insC	5.0	12.0	0.0	5.0	0.0	Mobile element protein					0	0	0	0	0	0	0	0
1184	insC	4.83333333333333	5.33333333333333	1.0	2.66666666666667	1.41666666666667	Mobile element protein					0	0	0	0	0	0	0	0
1185	insC	0.180555555555556	0.166666666666667	0.0138888888888889	0.180555555555556	0.375	Mobile element protein					0	0	0	0	0	0	0	0
1186	insD						Mobile element protein					0	0	0	0	0	0	0	0
1187	insD						Mobile element protein					0	0	0	0	0	0	0	0
1188	insD						Mobile element protein					0	0	0	0	0	0	0	0
1189	insD	5.25	5.0625	1.75	2.8125	2.4375	Mobile element protein					0	0	0	0	0	0	0	0
1190	insD	3.91304347826087	2.17391304347826	0.434782608695652	1.04347826086957	1.17391304347826	Mobile element protein					0	0	0	0	0	0	0	0
1191	insD	3.58461538461538	2.21538461538462	0.907692307692308	2.30769230769231	1.86153846153846	Mobile element protein					0	0	0	0	0	0	0	0
1192	insD	2.51428571428571	2.4	1.25714285714286	2.48571428571429	1.48571428571429	Mobile element protein					0	0	0	0	0	0	0	0
1193	insD	2.5	1.75	0.75	1.75	2.75	Mobile element protein					0	0	0	0	0	0	0	0
1194	insD	2.0	1.0	1.0	0.0	1.75	Mobile element protein					0	0	0	0	0	0	0	0
1195	insD	1.6	2.84	0.4	1.4	1.2	Mobile element protein					0	0	0	0	0	0	0	0
1196	insD	1.35344827586207	1.37931034482759	0.810344827586207	1.13793103448276	1.04310344827586	Mobile element protein					0	0	0	0	0	0	0	0
1197	insE				inf	inf	Mobile element protein					0	0	0	0	0	0	0	0
1198	insE						Mobile element protein					0	0	0	0	0	0	0	0
1199	insE	9.0	6.0	4.66666666666667	3.66666666666667	4.0	Mobile element protein					0	0	0	0	0	0	0	0
1200	insE	7.47272727272727	5.23636363636364	2.0	4.83636363636364	0.836363636363636	Mobile element protein					0	0	0	0	0	0	0	0
1201	insE	5.0	0.0	1.0	3.0	0.0	Mobile element protein					0	0	0	0	0	0	0	0
1202	insE	2.33333333333333	4.33333333333333	1.33333333333333	2.0	2.0	Mobile element protein					0	0	0	0	0	0	0	0
1203	insE	1.5	1.42857142857143	0.214285714285714	1.35714285714286	0.928571428571429	Mobile element protein					0	0	0	0	0	0	0	0
1204	insF						Mobile element protein					0	0	0	0	0	0	0	0
1205	insF						Mobile element protein					0	0	0	0	0	0	0	0
1206	insF						Mobile element protein					0	0	0	0	0	0	0	0
1207	insF	inf	inf	inf			Mobile element protein					0	0	0	0	0	0	0	0
1208	insF	4.925	6.625	3.025	3.825	2.075	Mobile element protein					0	0	0	0	0	0	0	0
1209	insF	1.5625	1.6875	1.3125	1.125	1.6875	Mobile element protein					0	0	0	0	0	0	0	0
1210	insF	0.5	2.5	0.0	1.0	1.0	Mobile element protein					0	0	0	0	0	0	0	0
1211	insG	2.17437722419929	3.24555160142349	1.59074733096085	2.44483985765125	1.52669039145908	Mobile element protein					0	0	0	0	0	0	0	0
1212	insH	3.71232876712329	3.50684931506849	1.80821917808219	2.65753424657534	2.43835616438356	Mobile element protein					0	0	0	0	0	0	0	0
1213	insI						Mobile element protein					1	1	1	1	1	0	0	0
1214	insI	4.50434782608696	2.39130434782609	1.02608695652174	1.76521739130435	1.2695652173913	Mobile element protein					1	1	1	1	1	0	0	0
1215	insI	1.16666666666667	1.0	0.6	1.0	1.46666666666667	Mobile element protein					1	1	1	1	1	0	0	0
1216	insI	0.853293413173653	0.826347305389222	0.592814371257485	0.961077844311377	1.83532934131737	Mobile element protein					1	1	1	1	1	0	0	0
1217	insI	0.339491916859122	0.30715935334873	0.329484218629715	0.401847575057737	0.980754426481909	Mobile element protein					1	1	1	1	1	0	0	0
1218	insJ	1.28461538461538	1.88461538461538	1.26923076923077	1.55384615384615	1.66153846153846	Mobile element protein					0	0	0	0	0	0	0	0
1219	insK	1.6875	1.91517857142857	0.794642857142857	1.34375	0.928571428571428	Mobile element protein					0	0	0	0	0	0	0	0
1220	insM	3.47619047619048	3.28571428571429	2.23809523809524	2.61904761904762	2.28571428571429	Mobile element protein					0	0	0	0	0	0	0	0
1221	insN	2.35483870967742	3.32258064516129	0.838709677419355	2.45161290322581	1.96774193548387	Mobile element protein					0	0	0	0	0	0	0	0
1222	insN	0.769736842105263	0.947368421052632	1.63157894736842	1.06578947368421	1.36184210526316	Mobile element protein					0	0	0	0	0	0	0	0
1223	insO	2.21212121212121	3.51515151515152	1.63636363636364	2.06060606060606	1.75757575757576	Mobile element protein					0	0	0	0	0	0	0	0
1224	insO	1.12403100775194	1.96124031007752	1.37984496124031	1.55813953488372	1.57364341085271	Mobile element protein					0	0	0	0	0	0	0	0
1225	intA	1.37051792828685	1.79282868525896	1.44488711819389	1.57636122177955	1.62151394422311	Mobile element protein					0	0	0	0	0	0	0	0
1226	intB	0.94425560842964	1.0231135282121	0.71855880353501	0.876274643099932	1.02447314751869	Mobile element protein					0	0	0	0	0	0	0	0
1227	intD	1.88842975206612	1.85674931129477	1.12258953168044	1.28787878787879	1.51928374655647	Mobile element protein					1	1	1	1	1	0	0	0
1228	intF	4.63485016648169	3.01553829078801	1.54716981132075	1.6881243063263	1.57602663706992	CP4-6 prophage; predicted phage integrase					0	0	0	0	0	0	0	0
1229	intQ	3.72789115646259	3.0952380952381	0.993197278911565	1.81632653061224	1.51020408163265	putative integrase					0	0	0	0	0	0	0	0
1230	intR	5.31063829787234	3.88936170212766	1.59148936170213	2.68936170212766	1.57446808510638	Phage integrase					0	0	0	0	0	0	0	0
1231	intS	2.74475524475525	2.61888111888112	1.62937062937063	2.17132867132867	1.61188811188811	Site-specific recombinase, phage integrase					1	1	1	1	1	0	0	0
1232	iscA	15.4886363636364	10.9772727272727	18.5340909090909	13.0113636363636	1.89772727272727	Iron binding protein IscA for iron-sulfur cluster assembly	sp|P0AAC8|ISCA_ECOLI;sp|C4ZXA3|ISCA_ECOBW;sp|B1XB03|ISCA_ECODH	3.0	18.0	7.000000000000001	0	0	0	0	0	0	0	0
1233	iscR	17.5172413793103	12.8448275862069	22.6206896551724	12.6586206896552	3.30344827586207	Iron-sulfur cluster regulator IscR	IscR_C92Y;sp|P0AGK8|ISCR_ECOLI;sp|C4ZXA6|ISCR_ECOBW;sp|B1XB06|ISCR_ECODH;IscR_L15F	1.1666666666666667	4.5	2.1666666666666665	1	1	1	1	1	0	0	0
