	NCBI_GENE_ID	Unnamed: 1	St1_trans	St2_trans	St3_trans	St4_trans	St5_trans	function	evidence_codes	figfam	Protein IDs	St7_prot	St8_prot	St9_prot	Gene_ID	Final_name	St1_muts	St2_muts	St3_muts	St4_muts	St5_muts
1148	ilvC	fig|1005566.5.peg.64	1.54581673306773	3.50996015936255	3.90836653386454	5.22709163346614	23.2988047808765	Ketol-acid reductoisomerase (EC 1.1.1.86)	isu;Coenzyme_A_Biosynthesis isu;Branched-Chain_Amino_Acid_Biosynthesis	FIG00000244	sp|P05793|ILVC_ECOLI;sp|C4ZZ44|ILVC_ECOBW;sp|B1X9Z0|ILVC_ECODH	0.9320388349514562	2.9417475728155336	1.0970873786407767	ilvC	ilvC	0	0	0	0	0
1149	ilvD	fig|1005566.5.peg.61	1.2962962962963	1.86111111111111	0.986111111111111	1.21759259259259	1.27314814814815	Dihydroxy-acid dehydratase (EC 4.2.1.9)	icw(5);Branched-Chain_Amino_Acid_Biosynthesis	FIG00138258	sp|P05791|ILVD_ECOLI;sp|C4ZZ41|ILVD_ECOBW	0.8947368421052633	3.1578947368421053	1.1578947368421053	ilvD	ilvD	1	1	1	1	1
1150	ilvE	fig|1005566.5.peg.60	1.8	2.40909090909091	1.19090909090909	1.80909090909091	1.67272727272727	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	isu;Isoleucine_degradation isu;Branched-Chain_Amino_Acid_Biosynthesis isu;Pyruvate_Alanine_Serine_Interconversions isu;Alanine_biosynthesis isu;Leucine_Degradation_and_HMG-CoA_Metabolism isu;Valine_degradation isu;Leucine_Biosynthesis	FIG00050603	sp|P0AB80|ILVE_ECOLI	1.2692307692307694	3.9230769230769234	1.2307692307692308	ilvE	ilvE	0	0	0	0	0
1151	ilvG	fig|1005566.5.peg.58	2.36363636363636	2.13636363636364	2.03030303030303	2.13636363636364	1.8030303030303	Acetolactate synthase large subunit (EC 2.2.1.6)	icw(1);Acetolactate_synthase_subunits icw(3);Branched-Chain_Amino_Acid_Biosynthesis icw(1);Acetoin,_butanediol_metabolism	FIG00136692	sp|P00892|ILVG_ECOLI	0.5	4.5	0.5	ilvG	ilvG	1	1	1	1	1
1152	ilvG	fig|1005566.5.peg.57	1.35767790262172	3.07116104868914	1.63857677902622	2.69475655430712	3.76029962546816	Acetolactate synthase large subunit (EC 2.2.1.6)	icw(1);Acetolactate_synthase_subunits icw(2);Branched-Chain_Amino_Acid_Biosynthesis icw(1);Acetoin,_butanediol_metabolism	FIG00136692	sp|P00892|ILVG_ECOLI	0.5	4.5	0.5	ilvG	ilvG	1	1	1	1	1
1153	ilvH	fig|1005566.5.peg.784	2.33870967741935	3.08064516129032	1.70967741935484	2.08064516129032	2.04838709677419	Acetolactate synthase small subunit (EC 2.2.1.6)	icw(1);Acetolactate_synthase_subunits icw(2);Branched-Chain_Amino_Acid_Biosynthesis icw(1);Acetoin,_butanediol_metabolism	FIG00000433	sp|P00894|ILVH_ECOLI	0.9523809523809524	2.857142857142857	0.7142857142857143	ilvH	ilvH	1	1	1	1	1
1154	ilvI	fig|1005566.5.peg.783	2.6	4.11515151515152	2.24848484848485	3.1030303030303	2.65454545454545	Acetolactate synthase large subunit (EC 2.2.1.6)	idu(3);Acetolactate_synthase_subunits icw(1);Branched-Chain_Amino_Acid_Biosynthesis idu(3);Acetoin,_butanediol_metabolism	FIG00136692	sp|P00893|ILVI_ECOLI	1.1333333333333333	2.6	1.3333333333333335	ilvI	ilvI	0	0	0	0	0
1155	ilvM	fig|1005566.5.peg.59	5.33333333333333	7.66666666666667	1.33333333333333	1.33333333333333	2.66666666666667	Acetolactate synthase small subunit (EC 2.2.1.6)	icw(2);Acetolactate_synthase_subunits icw(5);Branched-Chain_Amino_Acid_Biosynthesis icw(2);Acetoin,_butanediol_metabolism	FIG00000433						ilvM	1	1	1	1	1
1156	ilvN	fig|1005566.5.peg.4380	0.20625	0.10625	0.04625	0.14	0.22	Acetolactate synthase small subunit (EC 2.2.1.6)	icw(1);Acetolactate_synthase_subunits icw(1);Branched-Chain_Amino_Acid_Biosynthesis icw(1);Acetoin,_butanediol_metabolism	FIG00000433	sp|P0ADF8|ILVN_ECOLI	0.39999999999999997	1.65	0.6	ilvN	ilvN	0	0	0	0	0
1157	ilvY	fig|1005566.5.peg.63	1.76351351351351	2.98648648648649	1.23648648648649	1.72972972972973	1.75675675675676	HTH-type transcriptional regulator IlvY	isu;LysR-family_proteins_in_Escherichia_coli isu;LysR-family_proteins_in_Salmonella_enterica_Typhimurium icw(1);Alanine_biosynthesis	FIG00120639						ilvY	0	0	0	0	0
1158	imp	fig|1005566.5.peg.759	1.97810760667904	2.20816326530612	2.04118738404453	2.70760667903525	1.32133580705009	Outer membrane protein Imp, required for envelope biogenesis / Organic solvent tolerance protein precursor	isu;ECSIG4-SIG7 isu;EC49-61 isu;Possible_RNA_modification_and_stress_response_cluster icw(5);Possible_RNA_modification_and_stress_response_cluster icw(1);Lipopolysaccharide_assembly	FIG00019192						imp	0	0	0	0	0
1159	inaA	fig|1005566.5.peg.2924	2.17891373801917	2.24600638977636	2.1629392971246	1.90415335463259	1.07667731629393	Protein inaA	ff	FIG01316187						inaA	0	0	0	0	0
1160	infA	fig|1005566.5.peg.1550	1.58387027491409	2.11651632302405	1.77749140893471	1.70478951890034	0.489583333333333	Translation initiation factor 1	isu;Translation_initiation_factors_bacterial	FIG00000143						infA	1	1	1	1	1
1161	infB	fig|1005566.5.peg.4014	2.44227353463588	1.45085849615157	2.13499111900533	1.53463587921847	1.23001776198934	Translation initiation factor 2	isu;Translation_initiation_factors_bacterial isu;CBSS-138119.3.peg.2719 isu;Universal_GTPases isu;Inteins isu;NusA-TFII_Cluster	FIG00000102						infB	1	1	1	1	1
1162	infC	fig|1005566.5.peg.2398	2.67882290421151	1.39697090474293	2.48751162481732	1.31187724192906	1.28357911518533	Translation initiation factor 3	isu;Translation_initiation_factors_bacterial icw(1);Mycobacterium_virulence_operon_involved_in_protein_synthesis_(LSU_ribosomal_proteins)	FIG00000206						infC	0	0	0	0	0
1163	insA	fig|1005566.5.peg.943						Mobile element protein								insA	0	0	0	0	0
1164	insB	fig|1005566.5.peg.2773						Mobile element protein	ff	FIG01306568						insB	0	0	0	0	0
1165	insB	fig|1005566.5.peg.586	3.82978723404255	4.80851063829787	1.0	2.91489361702128	1.61702127659574	Mobile element protein	ff	FIG01306568						insB	0	0	0	0	0
1166	insB	fig|1005566.5.peg.1010	3.66666666666667	3.5	1.5	4.16666666666667	1.83333333333333	Mobile element protein	ff	FIG01306568						insB	0	0	0	0	0
1167	insB	fig|1005566.5.peg.585	2.15384615384615	3.15384615384615	2.05128205128205	2.69230769230769	1.58974358974359	Mobile element protein	ff	FIG01306568						insB	0	0	0	0	0
1168	insB	fig|1005566.5.peg.3973	2.0	2.25	1.0	0.75	0.5	Mobile element protein	ff	FIG01306568						insB	0	0	0	0	0
1169	insB	fig|1005566.5.peg.727	1.95555555555556	2.62222222222222	0.977777777777778	1.51111111111111	1.24444444444444	Mobile element protein	ff	FIG01306568						insB	0	0	0	0	0
1170	insB	fig|1005566.5.peg.3737	1.71428571428571	2.23809523809524	0.428571428571429	1.71428571428571	1.14285714285714	Mobile element protein	ff	FIG01306568						insB	0	0	0	0	0
1171	insB	fig|1005566.5.peg.1657	1.66922290388548	1.96574642126789	1.17331288343558	2.48159509202454	0.698875255623722	Mobile element protein	ff	FIG01306568						insB	0	0	0	0	0
1172	insB	fig|1005566.5.peg.612	1.25	1.75	1.0	1.75	1.25	Mobile element protein	ff	FIG01306568						insB	0	0	0	0	0
1173	insB	fig|1005566.5.peg.974	1.0	2.0	0.0	0.0	0.5	Mobile element protein	ff	FIG01306568						insB	0	0	0	0	0
1174	insB	fig|1005566.5.peg.985	0.6	0.6	0.4	0.0	0.4	Mobile element protein	ff	FIG01306568						insB	0	0	0	0	0
1175	insC	fig|1005566.5.peg.1029						Mobile element protein	ff	FIG01306568						insC	0	0	0	0	0
1176	insC	fig|1005566.5.peg.1756						Mobile element protein	ff	FIG01306568						insC	0	0	0	0	0
1177	insC	fig|1005566.5.peg.2104						Mobile element protein	ff	FIG01306568						insC	0	0	0	0	0
1178	insC	fig|1005566.5.peg.3965						Mobile element protein	ff	FIG01306568						insC	0	0	0	0	0
1179	insC	fig|1005566.5.peg.2073	inf	inf	inf	inf	inf	Mobile element protein	ff	FIG01306568						insC	0	0	0	0	0
1180	insC	fig|1005566.5.peg.4142	12.0	9.0	12.0	7.0	2.0	Mobile element protein	ff	FIG01306568						insC	0	0	0	0	0
1181	insC	fig|1005566.5.peg.3376	6.5	10.5	0.5	3.5	3.0	Mobile element protein	ff	FIG01306568						insC	0	0	0	0	0
1182	insC	fig|1005566.5.peg.3548	5.2	3.7	1.3	3.4	0.7	Mobile element protein	ff	FIG01306568						insC	0	0	0	0	0
1183	insC	fig|1005566.5.peg.2674	5.0	12.0	0.0	5.0	0.0	Mobile element protein	ff	FIG01306568						insC	0	0	0	0	0
1184	insC	fig|1005566.5.peg.561	4.83333333333333	5.33333333333333	1.0	2.66666666666667	1.41666666666667	Mobile element protein	ff	FIG01306568						insC	0	0	0	0	0
1185	insC	fig|1005566.5.peg.417	0.180555555555556	0.166666666666667	0.0138888888888889	0.180555555555556	0.375	Mobile element protein	ff	FIG01306568						insC	0	0	0	0	0
1186	insD	fig|1005566.5.peg.2072						Mobile element protein	ff	FIG01306568						insD	0	0	0	0	0
1187	insD	fig|1005566.5.peg.4141						Mobile element protein	ff	FIG01306568						insD	0	0	0	0	0
1188	insD	fig|1005566.5.peg.416						Mobile element protein	ff	FIG01306568						insD	0	0	0	0	0
1189	insD	fig|1005566.5.peg.562	5.25	5.0625	1.75	2.8125	2.4375	Mobile element protein	ff	FIG01306568						insD	0	0	0	0	0
1190	insD	fig|1005566.5.peg.3547	3.91304347826087	2.17391304347826	0.434782608695652	1.04347826086957	1.17391304347826	Mobile element protein	ff	FIG01306568						insD	0	0	0	0	0
1191	insD	fig|1005566.5.peg.2103	3.58461538461538	2.21538461538462	0.907692307692308	2.30769230769231	1.86153846153846	Mobile element protein	ff	FIG01306568						insD	0	0	0	0	0
1192	insD	fig|1005566.5.peg.2673	2.51428571428571	2.4	1.25714285714286	2.48571428571429	1.48571428571429	Mobile element protein	ff	FIG01306568						insD	0	0	0	0	0
1193	insD	fig|1005566.5.peg.1757	2.5	1.75	0.75	1.75	2.75	Mobile element protein	ff	FIG01306568						insD	0	0	0	0	0
1194	insD	fig|1005566.5.peg.3964	2.0	1.0	1.0	0.0	1.75	Mobile element protein	ff	FIG01306568						insD	0	0	0	0	0
1195	insD	fig|1005566.5.peg.1030	1.6	2.84	0.4	1.4	1.2	Mobile element protein	ff	FIG01306568						insD	0	0	0	0	0
1196	insD	fig|1005566.5.peg.3377	1.35344827586207	1.37931034482759	0.810344827586207	1.13793103448276	1.04310344827586	Mobile element protein	ff	FIG01306568						insD	0	0	0	0	0
1197	insE	fig|1005566.5.peg.1699				inf	inf	Mobile element protein	ff	FIG01306568						insE	0	0	0	0	0
1198	insE	fig|1005566.5.peg.953						Mobile element protein	ff	FIG01306568						insE	0	0	0	0	0
1199	insE	fig|1005566.5.peg.1211	9.0	6.0	4.66666666666667	3.66666666666667	4.0	Mobile element protein	ff	FIG01306568						insE	0	0	0	0	0
1200	insE	fig|1005566.5.peg.3045	7.47272727272727	5.23636363636364	2.0	4.83636363636364	0.836363636363636	Mobile element protein	ff	FIG01306568						insE	0	0	0	0	0
1201	insE	fig|1005566.5.peg.2765	5.0	0.0	1.0	3.0	0.0	Mobile element protein	ff	FIG01306568						insE	0	0	0	0	0
1202	insE	fig|1005566.5.peg.1041	2.33333333333333	4.33333333333333	1.33333333333333	2.0	2.0	Mobile element protein	ff	FIG01306568						insE	0	0	0	0	0
1203	insE	fig|1005566.5.peg.3899	1.5	1.42857142857143	0.214285714285714	1.35714285714286	0.928571428571429	Mobile element protein	ff	FIG01306568						insE	0	0	0	0	0
1204	insF	fig|1005566.5.peg.1040						Mobile element protein	ff	FIG01306568						insF	0	0	0	0	0
1205	insF	fig|1005566.5.peg.2766						Mobile element protein	ff	FIG01306568						insF	0	0	0	0	0
1206	insF	fig|1005566.5.peg.952						Mobile element protein	ff	FIG01306568						insF	0	0	0	0	0
1207	insF	fig|1005566.5.peg.3046	inf	inf	inf			Mobile element protein	ff	FIG01306568						insF	0	0	0	0	0
1208	insF	fig|1005566.5.peg.1212	4.925	6.625	3.025	3.825	2.075	Mobile element protein	ff	FIG01306568						insF	0	0	0	0	0
1209	insF	fig|1005566.5.peg.3900	1.5625	1.6875	1.3125	1.125	1.6875	Mobile element protein	ff	FIG01306568						insF	0	0	0	0	0
1210	insF	fig|1005566.5.peg.1698	0.5	2.5	0.0	1.0	1.0	Mobile element protein	ff	FIG01306568						insF	0	0	0	0	0
1211	insG	fig|1005566.5.peg.567	2.17437722419929	3.24555160142349	1.59074733096085	2.44483985765125	1.52669039145908	Mobile element protein								insG	0	0	0	0	0
1212	insH	fig|1005566.5.peg.2671	3.71232876712329	3.50684931506849	1.80821917808219	2.65753424657534	2.43835616438356	Mobile element protein	ff	FIG01306568						insH	0	0	0	0	0
1213	insI	fig|1005566.5.peg.573						Mobile element protein	ff	FIG01306568						insI	1	1	1	1	1
1214	insI	fig|1005566.5.peg.2074	4.50434782608696	2.39130434782609	1.02608695652174	1.76521739130435	1.2695652173913	Mobile element protein	ff	FIG01306568						insI	1	1	1	1	1
1215	insI	fig|1005566.5.peg.993	1.16666666666667	1.0	0.6	1.0	1.46666666666667	Mobile element protein	ff	FIG01306568						insI	1	1	1	1	1
1216	insI	fig|1005566.5.peg.2580	0.853293413173653	0.826347305389222	0.592814371257485	0.961077844311377	1.83532934131737	Mobile element protein	ff	FIG01306568						insI	1	1	1	1	1
1217	insI	fig|1005566.5.peg.709	0.339491916859122	0.30715935334873	0.329484218629715	0.401847575057737	0.980754426481909	Mobile element protein	ff	FIG01306568						insI	1	1	1	1	1
1218	insJ	fig|1005566.5.peg.4260	1.28461538461538	1.88461538461538	1.26923076923077	1.55384615384615	1.66153846153846	Mobile element protein	ff	FIG01306568						insJ	0	0	0	0	0
1219	insK	fig|1005566.5.peg.4261	1.6875	1.91517857142857	0.794642857142857	1.34375	0.928571428571428	Mobile element protein	ff	FIG01306568						insK	0	0	0	0	0
1220	insM	fig|1005566.5.peg.574	3.47619047619048	3.28571428571429	2.23809523809524	2.61904761904762	2.28571428571429	Mobile element protein	ff	FIG01306568						insM	0	0	0	0	0
1221	insN	fig|1005566.5.peg.994	2.35483870967742	3.32258064516129	0.838709677419355	2.45161290322581	1.96774193548387	Mobile element protein	ff	FIG01306568						insN	0	0	0	0	0
1222	insN	fig|1005566.5.peg.572	0.769736842105263	0.947368421052632	1.63157894736842	1.06578947368421	1.36184210526316	Mobile element protein								insN	0	0	0	0	0
1223	insO	fig|1005566.5.peg.575	2.21212121212121	3.51515151515152	1.63636363636364	2.06060606060606	1.75757575757576	Mobile element protein	ff	FIG01306568						insO	0	0	0	0	0
1224	insO	fig|1005566.5.peg.992	1.12403100775194	1.96124031007752	1.37984496124031	1.55813953488372	1.57364341085271	Mobile element protein	ff	FIG01306568						insO	0	0	0	0	0
1225	intA	fig|1005566.5.peg.3312	1.37051792828685	1.79282868525896	1.44488711819389	1.57636122177955	1.62151394422311	Mobile element protein	ff	FIG01306568						intA	0	0	0	0	0
1226	intB	fig|1005566.5.peg.560	0.94425560842964	1.0231135282121	0.71855880353501	0.876274643099932	1.02447314751869	Mobile element protein	ff	FIG01306568						intB	0	0	0	0	0
1227	intD	fig|1005566.5.peg.1208	1.88842975206612	1.85674931129477	1.12258953168044	1.28787878787879	1.51928374655647	Mobile element protein	ff	FIG01306568						intD	1	1	1	1	1
1228	intF	fig|1005566.5.peg.969	4.63485016648169	3.01553829078801	1.54716981132075	1.6881243063263	1.57602663706992	CP4-6 prophage; predicted phage integrase	ff	FIG00638352						intF	0	0	0	0	0
1229	intQ	fig|1005566.5.peg.2257	3.72789115646259	3.0952380952381	0.993197278911565	1.81632653061224	1.51020408163265	putative integrase	ff	FIG01322184						intQ	0	0	0	0	0
1230	intR	fig|1005566.5.peg.2013	5.31063829787234	3.88936170212766	1.59148936170213	2.68936170212766	1.57446808510638	Phage integrase								intR	0	0	0	0	0
1231	intS	fig|1005566.5.peg.3044	2.74475524475525	2.61888111888112	1.62937062937063	2.17132867132867	1.61188811188811	Site-specific recombinase, phage integrase								intS	1	1	1	1	1
1232	iscA	fig|1005566.5.peg.3225	15.4886363636364	10.9772727272727	18.5340909090909	13.0113636363636	1.89772727272727	Iron binding protein IscA for iron-sulfur cluster assembly	icw(3);tRNA_modification_Bacteria icw(3);Alanine_biosynthesis	FIG01303806	sp|P0AAC8|ISCA_ECOLI;sp|C4ZXA3|ISCA_ECOBW;sp|B1XB03|ISCA_ECODH	3.0	18.0	7.000000000000001	iscA	iscA	0	0	0	0	0
1233	iscR	fig|1005566.5.peg.3228	17.5172413793103	12.8448275862069	22.6206896551724	12.6586206896552	3.30344827586207	Iron-sulfur cluster regulator IscR	isu;Rrf2_family_transcriptional_regulators icw(1);Alanine_biosynthesis	FIG00000621	IscR_C92Y;sp|P0AGK8|ISCR_ECOLI;sp|C4ZXA6|ISCR_ECOBW;sp|B1XB06|ISCR_ECODH;IscR_L15F	1.1666666666666667	4.5	2.1666666666666665	iscR	iscR	1	1	1	1	1
1234	iscS	fig|1005566.5.peg.3227	13.08	8.24774193548387	17.8129032258065	11.698064516129	2.44516129032258	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	icw(7);tRNA_modification_Bacteria isu;Thiamin_biosynthesis isu;mnm5U34_biosynthesis_bacteria icw(5);Alanine_biosynthesis icw(2);tRNA_modification_Archaea	FIG00229198	sp|P0A6B7|ISCS_ECOLI;sp|C4ZXA5|ISCS_ECOBW;sp|B1XB05|ISCS_ECODH	1.4444444444444444	10.708333333333334	3.777777777777778	iscS	iscS	0	0	0	0	0
1235	iscU	fig|1005566.5.peg.3226	15.5740740740741	10.1111111111111	14.962962962963	13.6481481481481	2.22222222222222	Iron-sulfur cluster assembly scaffold protein IscU	icw(4);tRNA_modification_Bacteria icw(4);Alanine_biosynthesis icw(1);tRNA_modification_Archaea	FIG00229219	sp|P0ACD4|ISCU_ECOLI	1.090909090909091	5.7272727272727275	2.0	iscU	iscU	0	0	0	0	0
1236	ispA	fig|1005566.5.peg.1091	2.53370786516854	1.68258426966292	2.17977528089888	2.04494382022472	1.35112359550562	Octaprenyl diphosphate synthase (EC 2.5.1.90) / Dimethylallyltransferase (EC 2.5.1.1) / (2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10) / Geranylgeranyl diphosphate synthase (EC 2.5.1.29)	idu(1);Polyprenyl_Diphosphate_Biosynthesis isu;Polyprenyl_Diphosphate_Biosynthesis isu;Polyprenyl_Diphosphate_Biosynthesis isu;Archaeal_lipids isu;Archaeal_lipids isu;Archaeal_lipids idu(1);Isoprenoinds_for_Quinones isu;Isoprenoinds_for_Quinones isu;Isoprenoinds_for_Quinones isu;Isoprenoinds_for_Quinones isu;Isoprenoid_Biosynthesis icw(1);Isoprenoid_Biosynthesis isu;Carotenoids isu;Carotenoids idu(1);Proteorhodopsin isu;Isoprenoid_Biosynthesis:_Interconversions		sp|P22939|ISPA_ECOLI	1.0	1.7999999999999998	0.6	ispA	ispA	0	0	0	0	0
1237	ispB	fig|1005566.5.peg.3996	1.24262607040913	1.31113225499524	1.58325404376784	1.45195052331113	1.5547098001903	Octaprenyl diphosphate synthase (EC 2.5.1.90)	idu(1);Polyprenyl_Diphosphate_Biosynthesis idu(1);Isoprenoinds_for_Quinones idu(1);Proteorhodopsin	FIG01303742	sp|P0AD57|ISPB_ECOLI	1.2	2.4	0.7999999999999999	ispB	ispB	0	0	0	0	0
1238	ispD	fig|1005566.5.peg.3432	5.875	5.625	1.78125	4.3125	1.4375	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	icw(2);Isoprenoid_Biosynthesis icw(7);Stationary_phase_repair_cluster icw(2);Nonmevalonate_Branch_of_Isoprenoid_Biosynthesis icw(1);Teichoic_and_lipoteichoic_acids_biosynthesis	FIG00074225						ispD	0	0	0	0	0
1239	ispE	fig|1005566.5.peg.1868	4.72587466359093	4.56286043829296	2.5040369088812	4.59554017685506	2.02652825836217	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	isu;Isoprenoid_Biosynthesis icw(3);A_Gammaproteobacteria_Cluster_Relating_to_Translation isu;Nonmevalonate_Branch_of_Isoprenoid_Biosynthesis	FIG00000377						ispE	0	0	0	0	0
1240	ispF	fig|1005566.5.peg.3431	3.70422535211268	4.04225352112676	3.33802816901408	3.36619718309859	1.66197183098592	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	isu;Isoprenoid_Biosynthesis icw(2);Stationary_phase_repair_cluster isu;Nonmevalonate_Branch_of_Isoprenoid_Biosynthesis							ispF	0	0	0	0	0
1241	ispG	fig|1005566.5.peg.3208	0.736059479553903	0.721189591078067	1.21189591078067	1.03494423791822	1.1182156133829	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	isu;CBSS-83331.1.peg.3039 isu;Isoprenoid_Biosynthesis icw(6);CBSS-498211.3.peg.1415 isu;Nonmevalonate_Branch_of_Isoprenoid_Biosynthesis	FIG00000449	sp|P62620|ISPG_ECOLI;sp|C4ZX90|ISPG_ECOBW;sp|B1XAZ0|ISPG_ECODH	0.8461538461538461	1.6153846153846154	0.9230769230769231	ispG	ispG	0	0	0	0	0
1242	ispH	fig|1005566.5.peg.733	1.464	1.872	1.322	1.636	1.302	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	isu;Isoprenoid_Biosynthesis isu;Nonmevalonate_Branch_of_Isoprenoid_Biosynthesis	FIG00000381	sp|P62623|ISPH_ECOLI;sp|C4ZPV5|ISPH_ECOBW;sp|B1XBF4|ISPH_ECODH	0.42857142857142855	1.7142857142857142	0.42857142857142855	ispH	ispH	0	0	0	0	0
1243	ivy	fig|1005566.5.peg.922	4.4728370221328	7.06036217303823	2.9476861167002	2.98792756539235	4.83098591549296	Inhibitor of vertebrate lysozyme precursor	isu;Lysozyme_inhibitors	FIG00006599	sp|P0AD59|IVY_ECOLI	1.0	2.1	1.0999999999999999	ivy	ivy	0	0	0	0	0
1244	katE	fig|1005566.5.peg.2413	2.31645569620253	2.67510548523207	0.658227848101266	1.54430379746835	0.877637130801688	Catalase (EC 1.11.1.6)	idu(1);Oxidative_stress idu(1);Protection_from_Reactive_Oxygen_Species	FIG00000313						katE	0	1	1	1	1
1245	katG	fig|1005566.5.peg.229	0.343382928739233	0.522317932654659	0.329678935003915	0.537196554424432	0.705559906029757	Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)	idu(1);Oxidative_stress isu;Oxidative_stress isu;Auxin_degradation isu;Protection_from_Reactive_Oxygen_Species isu;Protection_from_Reactive_Oxygen_Species	FIG00000907	sp|P13029|KATG_ECOLI;sp|B1XBA8|KATG_ECODH	1.05	3.15	1.1	katG	katG	0	1	1	1	1
1246	kbaY	fig|1005566.5.peg.4045	3.83333333333333	6.03030303030303	1.34848484848485	3.60606060606061	1.95454545454545	Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)	icw(4);N-Acetyl-Galactosamine_and_Galactosamine_Utilization							kbaY	0	0	0	0	0
1247	kbaZ	fig|1005566.5.peg.4051	3.05555555555556	4.66666666666667	0.944444444444445	2.98611111111111	2.30555555555556	Tagatose-6-phosphate kinase AgaZ (EC 2.7.1.144)	icw(1);N-Acetyl-Galactosamine_and_Galactosamine_Utilization	FIG00003410						kbaZ	0	0	0	0	0
1248	kbl	fig|1005566.5.peg.4324	0.777519379844961	0.743410852713178	0.530232558139535	0.587596899224806	1.26821705426357	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	isu;Glycine_Biosynthesis isu;Glycine_and_Serine_Utilization	FIG00000741	sp|P0AB77|KBL_ECOLI	3.0	6.0	3.0	kbl	kbl	1	1	1	1	1
1249	kch	fig|1005566.5.peg.1911	0.800541516245487	0.944945848375451	0.557761732851986	0.919675090252708	0.78971119133574	Potassium channel protein	isu;Potassium_homeostasis	FIG00006661						kch	0	0	0	0	0
1250	kdgK	fig|1005566.5.peg.4225	0.686280336800396	0.533432392273403	0.444081228330857	0.525012382367509	0.556909361069836	2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	isu;D-Galacturonate_and_D-Glucuronate_Utilization isu;Entner-Doudoroff_Pathway isu;D-gluconate_and_ketogluconates_metabolism	FIG00133209	sp|P37647|KDGK_ECOLI	5.000000000000001	15.0	5.000000000000001	kdgK	kdgK	0	0	0	0	0
1251	kdgT	fig|1005566.5.peg.195	0.10409819013938	0.0270855003120449	0.0121073434574579	0.0192635739546495	1.08400249635948	2-keto-3-deoxygluconate permease (KDG permease)	isu;D-Galacturonate_and_D-Glucuronate_Utilization	FIG00006715						kdgT	0	0	0	0	0
1252	kdpA	fig|1005566.5.peg.1369	3.0	5.61797752808989	1.32584269662921	2.55056179775281	1.34831460674157	Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)	isu;Potassium_homeostasis	FIG00002960						kdpA	0	0	0	1	1
1253	kdpB	fig|1005566.5.peg.1368	3.48809523809524	6.14285714285714	1.71428571428571	2.80952380952381	2.03571428571429	Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)	icw(1);Potassium_homeostasis	FIG00046742						kdpB	0	0	0	0	0
1254	kdpC	fig|1005566.5.peg.1367	2.02222222222222	3.82222222222222	2.13333333333333	2.15555555555556	1.2	Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)	icw(2);Potassium_homeostasis	FIG00007507						kdpC	0	0	0	0	0
1255	kdpD	fig|1005566.5.peg.1366	2.1631419939577	3.23262839879154	2.04229607250755	2.29607250755287	2.42900302114804	Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	icw(3);Potassium_homeostasis	FIG00000846						kdpD	1	1	1	1	1
1256	kdpE	fig|1005566.5.peg.1365	3.52	3.76	1.7	2.42	1.42	sensor histidine kinase	ff	FIG00431356						kdpE	0	0	0	0	0
1257	kdsA	fig|1005566.5.peg.1875	2.33458646616541	2.37218045112782	2.07268170426065	2.33082706766917	1.17418546365915	2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)	icw(5);A_Gammaproteobacteria_Cluster_Relating_to_Translation isu;KDO2-Lipid_A_biosynthesis	FIG00000556	sp|P0A715|KDSA_ECOLI;sp|C4ZTQ6|KDSA_ECOBW;sp|B1XAQ6|KDSA_ECODH	0.7666666666666667	1.7	0.7	kdsA	kdsA	0	0	0	0	0
1258	kdsB	fig|1005566.5.peg.1585	1.26195426195426	1.47609147609148	2.17463617463617	1.73804573804574	1.45114345114345	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)	icw(1);KDO2-Lipid_A_biosynthesis_cluster_2 icw(1);KDO2-Lipid_A_biosynthesis	FIG00000603	sp|P04951|KDSB_ECOLI;sp|C4ZQ44|KDSB_ECOBW;sp|B1X8M2|KDSB_ECODH	2.0	7.0	1.8333333333333333	kdsB	kdsB	0	0	0	0	0
